UniqueID,Bibliographical_reference,Source,Abstract_retrieved,Screening_decision,Fulltext_retrieved,Notes_fulltext_retrieved_status,Eligibility_decision,Notes_eligibility_decision,Quantitative_MA_Decision,Notes_quantitative_MA_Decision,Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers (DOI),Db,EntrezUID,Properties,Year,PubmedLink
XNDis - 10,"Agrillo, C., Piffer, L., Bisazza, A., & Butterworth, B. (2012). Evidence for Two Numerical Systems That Are Similar in Humans and Guppies. Plos One, 7(2), e31923. http://doi.org/10.1371/journal.pone.0031923",database_search,no,x,,,,,,,Evidence for Two Numerical Systems That Are Similar in Humans and Guppies,,"Agrillo, Christian; Piffer, Laura; Bisazza, Angelo; Butterworth, Brian",Plos One,,,,10.1371/journal.pone.0031923,,,,2012,
XNDis - 11,"Agrillo, C., Piffer, L., Bisazza, A., & Butterworth, B. (2015). Ratio dependence in small number discrimination is affected by the experimental procedure. Frontiers in Psychology, 6, 1649. http://doi.org/10.3389/fpsyg.2015.01649",database_search,yes,x,,,,,,,Ratio dependence in small number discrimination is affected by the experimental procedure,,"Agrillo, Christian; Piffer, Laura; Bisazza, Angelo; Butterworth, Brian",Frontiers in Psychology,,,,10.3389/fpsyg.2015.01649,,,,2015,
XNDis - 12,"Alonso, S. (2013). Temporal Discounting and Number Representation. Journal of Behavioral Finance, 14(3), 240–251. http://doi.org/10.1080/15427560.2013.820188",database_search,yes,x,,,,,,,Temporal Discounting and Number Representation,,"Alonso, Santiago",Journal of Behavioral Finance,,,,10.1080/15427560.2013.820188,,,,2013,
XNDis - 13,"Anderson, U. S., & Cordes, S. (2013). 1 < 2 and 2 < 3: non-linguistic appreciations of numerical order. Frontiers in Psychology, 4, 5. http://doi.org/10.3389/fpsyg.2013.00005",database_search,no,x,,,,,,,1 < 2 and 2 < 3: non-linguistic appreciations of numerical order,,"Anderson, Ursula S.; Cordes, Sara",Frontiers in Psychology,,,,10.3389/fpsyg.2013.00005,,,,2013,
XNDis - 14,"Andersson, U., & Ostergren, R. (2012). Number magnitude processing and basic cognitive functions in children with mathematical learning disabilities. Learning and Individual Differences, 22(6), 701–714. http://doi.org/10.1016/j.lindif.2012.05.004",database_search,no,x,,,,,,,Number magnitude processing and basic cognitive functions in children with mathematical learning disabilities,,"Andersson, Ulf; Ostergren, Rickard",Learning and Individual Differences,,,,10.1016/j.lindif.2012.05.004,,,,2012,
XNDis - 15,"Andrews, K. (2015). Animal Mind: An Introduction to the Philosophy of Animal Cognition.",database_search,no,x,,,,,,,Animal Mind: An Introduction to the Philosophy of Animal Cognition,,"Andrews, K.",,,,,,,,,2015,
XNDis - 16,"Anobile, G., Stievano, P., & Burr, D. C. (2013). Visual sustained attention and numerosity sensitivity correlate with math achievement in children. Journal of Experimental Child Psychology, 116(2), 380–391. http://doi.org/10.1016/j.jecp.2013.06.006",database_search,yes,x,,,,,,,Visual sustained attention and numerosity sensitivity correlate with math achievement in children,,"Anobile, Giovanni; Stievano, Paolo; Burr, David C.",Journal of Experimental Child Psychology,,,,10.1016/j.jecp.2013.06.006,,,,2013,
XNDis - 17,"Anonymous. (2004). Constraints on Conceptual Development: A case study of the Acquisition of Folkbiological and Folksociological Knowledge in Madagascar - Introduction. Monographs of the Society for Research in Child Development, 69(3), 1–+.",database_search,no,x,,,,,,,Constraints on Conceptual Development: A case study of the Acquisition of Folkbiological and Folksociological Knowledge in Madagascar - Introduction,,Anonymous,Monographs of the Society for Research in Child Development,,,,,,,,2004,
XNDis - 18,"Ansari, D., Dhital, B., & Siong, S. C. (2006). Parametric effects of numerical distance on the intraparietal sulcus during passive viewing of rapid numerosity changes. Brain Research, 1067(1), 181–188. http://doi.org/10.1016/j.brainres.2005.10.083",database_search,no,x,,,,,,,Parametric effects of numerical distance on the intraparietal sulcus during passive viewing of rapid numerosity changes,,"Ansari, D.; Dhital, B.; Siong, S. C.",Brain Research,,,,10.1016/j.brainres.2005.10.083,,,,2006,
XNDis - 19,"Ansari, D., Garcia, N., Lucas, E., Hamon, K., & Dhital, B. (2005). Neural correlates of symbolic number processing in children and adults. Neuroreport, 16(16), 1769–1773. http://doi.org/10.1097/01.wnr.0000183905.23396.f1 ",database_search,no,x,,,,,,,Neural correlates of symbolic number processing in children and adults,,"Ansari, D.; Garcia, N.; Lucas, E.; Hamon, K.; Dhital, B.",Neuroreport,,,,10.1097/01.wnr.0000183905.23396.f1,,,,2005,
XNDis - 20,"Ansari, D., & Karmiloff-Smith, A. (2002). Atypical trajectories of number development: a neuroconstructivist perspective. Trends in Cognitive Sciences, 6(12), 511–516. http://doi.org/10.1016/S1364-6613(02)02040-5 ",database_search,yes,x,,,,,,,Atypical trajectories of number development: a neuroconstructivist perspective,,"Ansari, D.; Karmiloff-Smith, A.",Trends in Cognitive Sciences,,,,10.1016/S1364-6613(02)02040-5,,,,2002,
XNDis - 21,"Ansari, D., Donlan, C., & Karmiloff-Smith, A. (2007). Typical and atypical development of visual estimation abilities. Cortex, 43(6), 758–768. http://doi.org/10.1016/S0010-9452(08)70504-5 ",database_search,no,x,,,,,,,Typical and atypical development of visual estimation abilities,,"Ansari, Daniel; Donlan, Chris; Karmiloff-Smith, Annette",Cortex,,,,10.1016/S0010-9452(08)70504-5,,,,2007,
XNDis - 22,"Ansari, D., Lyons, I. M., van Eimeren, L., & Xu, F. (2007). Linking visual attention and number processing in the brain: The role of the temporo-parietal junction in small and large symbolic and nonsymbolic number comparison. Journal of Cognitive Neuroscience, 19(11), 1845–1853. http://doi.org/10.1162/jocn.2007.19.11.1845 ",database_search,no,x,,,,,,,Linking visual attention and number processing in the brain: The role of the temporo-parietal junction in small and large symbolic and nonsymbolic number comparison,,"Ansari, Daniel; Lyons, Ian M.; van Eimeren, Lucia; Xu, Fei",Journal of Cognitive Neuroscience,,,,10.1162/jocn.2007.19.11.1845,,,,2007,
XNDis - 23,"Ansari, D. (2008). Effects of development and enculturation on number representation in the brain. Nature Reviews Neuroscience, 9(4), 278–291. http://doi.org/10.1038/nrn2334 ",database_search,yes,x,,,,,,,Effects of development and enculturation on number representation in the brain,,"Ansari, Daniel",Nature Reviews Neuroscience,,,,10.1038/nrn2334,,,,2008,
XNDis - 24,"Apperly, I. (2011). Mindreaders: The Cognitive Basis of Theory of Mind.",database_search,no,x,,,,,,,Mindreaders: The Cognitive Basis of Theory of Mind,,"Apperly, I.",,,,,,,,,2011,
XNDis - 25,"Apperly, I. A., & Butterfill, S. A. (2009). Do Humans Have Two Systems to Track Beliefs and Belief-Like States? Psychological Review, 116(4), 953–970. http://doi.org/10.1037/a0016923",database_search,no,x,,,,,,,Do Humans Have Two Systems to Track Beliefs and Belief-Like States?,,"Apperly, Ian A.; Butterfill, Stephen A.",Psychological Review,,,,10.1037/a0016923,,,,2009,
XNDis - 26,"Ashkenazi, S., Black, J. M., Abrams, D. A., Hoeft, F., & Menon, V. (2013). Neurobiological Underpinnings of Math and Reading Learning Disabilities. Journal of Learning Disabilities, 46(6), 549–569. http://doi.org/10.1177/0022219413483174",database_search,no,x,,,,,,,Neurobiological Underpinnings of Math and Reading Learning Disabilities,,"Ashkenazi, Sarit; Black, Jessica M.; Abrams, Daniel A.; Hoeft, Fumiko; Menon, Vinod",Journal of Learning Disabilities,,,,10.1177/0022219413483174,,,,2013,
XNDis - 27,"Baillargeon, R., & Carey, S. (2012). Core Cognition and Beyond The Acquisition of Physical and Numerical Knowledge. Early Childhood Development and Later Outcome, 33–65.",database_search,yes,x,,,,,,,Core Cognition and Beyond The Acquisition of Physical and Numerical Knowledge,,"Baillargeon, Renee; Carey, Susan",Early Childhood Development and Later Outcome,,,,,,,,2012,
XNDis - 28,"Baker, J. M., Mahamane, S. P., & Jordan, K. E. (2014). Multiple visual quantitative cues enhance discrimination of dynamic stimuli during infancy. Journal of Experimental Child Psychology, 122, 21–32. http://doi.org/10.1016/j.jecp.2013.12.007",database_search,yes,include,yes,,exclude,temporal and not static counting,,,Multiple visual quantitative cues enhance discrimination of dynamic stimuli during infancy,http://www.sciencedirect.com.gate3.inist.fr/science/article/pii/S0022096513002701,"Baker, Joseph M.; Mahamane, Salif P.; Jordan, Kerry E.",Journal of Experimental Child Psychology,,,,10.1016/j.jecp.2013.12.007,,,,2014,
XNDis - 29,"Baker, J. M., Morath, J., Rodzon, K. S., & Jordan, K. E. (2012). A shared system of representation governing quantity discrimination in canids. Frontiers in Psychology, 3, 387. http://doi.org/10.3389/fpsyg.2012.00387",database_search,no,x,,,,,,,A shared system of representation governing quantity discrimination in canids,,"Baker, Joseph M.; Morath, Justice; Rodzon, Katrina S.; Jordan, Kerry E.",Frontiers in Psychology,,,,10.3389/fpsyg.2012.00387,,,,2012,
XNDis - 30,"Baker, J. M., Rodzon, K. S., & Jordan, K. (2013). The impact of emotion on numerosity estimation. Frontiers in Psychology, 4, 521. http://doi.org/10.3389/fpsyg.2013.00521",database_search,yes,x,,,,,,,The impact of emotion on numerosity estimation,,"Baker, Joseph M.; Rodzon, Katrina S.; Jordan, Kerry",Frontiers in Psychology,,,,10.3389/fpsyg.2013.00521,,,,2013,
XNDis - 31,"Baker, J. M., Shivik, J., & Jordan, K. E. (2011). Tracking of food quantity by coyotes (Canis latrans). Behavioural Processes, 88(2), 72–75. http://doi.org/10.1016/j.beproc.2011.08.006",database_search,no,x,,,,,,,Tracking of food quantity by coyotes (Canis latrans),,"Baker, Joseph M.; Shivik, John; Jordan, Kerry E.",Behavioural Processes,,,,10.1016/j.beproc.2011.08.006,,,,2011,
XNDis - 32,"Barbosa, H. H. (2012). From Quantitative Abilities to Natural Number Concept: What are the Possible Pathways? Psicologia-Reflexao E Critica, 25(2), 350–358.",database_search,yes,x,,,,,,,From Quantitative Abilities to Natural Number Concept: What are the Possible Pathways?,,"Barbosa, Heloiza H.",Psicologia-Reflexao E Critica,,,,,,,,2012,
XNDis - 33,"Barnard, A. M., Hughes, K. D., Gerhardt, R. R., DiVincenti, L., Bovee, J. M., & Cantlon, J. F. (2013). Inherently analog quantity representations in olive baboons (Papio anubis). Frontiers in Psychology, 4, 253. http://doi.org/10.3389/fpsyg.2013.00253",database_search,no,x,,,,,,,Inherently analog quantity representations in olive baboons (Papio anubis),,"Barnard, Allison M.; Hughes, Kelly D.; Gerhardt, Regina R.; DiVincenti, Louis; Bovee, Jenna M.; Cantlon, Jessica F.",Frontiers in Psychology,,,,10.3389/fpsyg.2013.00253,,,,2013,
XNDis - 34,"Barner, D., Wood, J., Hauser, M., & Carey, S. (2008). Evidence for a non-linguistic distinction between singular and plural sets in rhesus monkeys. Cognition, 107(2), 603–622. http://doi.org/10.1016/j.cognition.2007.11.010",database_search,no,x,,,,,,,Evidence for a non-linguistic distinction between singular and plural sets in rhesus monkeys,,"Barner, David; Wood, Justin; Hauser, Marc; Carey, Susan",Cognition,,,,10.1016/j.cognition.2007.11.010,,,,2008,
XNDis - 35,"Barth, H., La Mont, K., Lipton, J., & Spelke, E. S. (2005). Abstract number and arithmetic in preschool children. Proceedings of the National Academy of Sciences of the United States of America, 102(39), 14116–14121. http://doi.org/10.1073/pnas.0505512102",database_search,no,x,,,,,,,Abstract number and arithmetic in preschool children,,"Barth, H.; La Mont, K.; Lipton, J.; Spelke, E. S.",Proceedings of the National Academy of Sciences of the United States of America,,,,10.1073/pnas.0505512102,,,,2005,
XNDis - 36,"Barth, H., Baron, A., Spelke, E., & Carey, S. (2009). Children’s multiplicative transformations of discrete and continuous quantities. Journal of Experimental Child Psychology, 103(4), 441–454. http://doi.org/10.1016/j.jecp.2009.01.014 ",database_search,yes,x,,,,,,,Children's multiplicative transformations of discrete and continuous quantities,,"Barth, Hilary; Baron, Andrew; Spelke, Elizabeth; Carey, Susan",Journal of Experimental Child Psychology,,,,10.1016/j.jecp.2009.01.014,,,,2009,
XNDis - 37,"Barth, H. C. (2008). Judgments of discrete and continuous quantity: An illusory Stroop effect. Cognition, 109(2), 251–266. http://doi.org/10.1016/j.cognition.2008.09.002 ",database_search,yes,x,,,,,,,Judgments of discrete and continuous quantity: An illusory Stroop effect,,"Barth, Hilary C.",Cognition,,,,10.1016/j.cognition.2008.09.002,,,,2008,
XNDis - 38,"Barton, C. (2012). Counting on language in numerical thinking. Psychologist, 25(4), 324–325.",database_search,no,x,,,,,,,Counting on language in numerical thinking,,"Barton, Cassie",Psychologist,,,,,,,,2012,
XNDis - 39,"Beck, J. (2012). The Generality Constraint and the Structure of Thought. Mind, 121(483), 563–600. http://doi.org/10.1093/mind/fzs077",database_search,no,x,,,,,,,The Generality Constraint and the Structure of Thought,,"Beck, Jacob",Mind,,,,10.1093/mind/fzs077,,,,2012,
XNDis - 40,"Beck, J. (2013). Why we can’t say what animals think. Philosophical Psychology, 26(4), 520–546. http://doi.org/10.1080/09515089.2012.670922",database_search,no,x,,,,,,,Why we can't say what animals think,,"Beck, Jacob",Philosophical Psychology,,,,10.1080/09515089.2012.670922,,,,2013,
XNDis - 41,"Beck, J. (2015). Analogue Magnitude Representations: A Philosophical Introduction. British Journal for the Philosophy of Science, 66(4), 829–855. http://doi.org/10.1093/bjps/axu014",database_search,yes,x,,,,,,,Analogue Magnitude Representations: A Philosophical Introduction,,"Beck, Jacob",British Journal for the Philosophy of Science,,,,10.1093/bjps/axu014,,,,2015,
XNDis - 42,"Beran, M. J. (2004). Chimpanzees (Pan troglodytes) respond to nonvisible sets after one-by-one addition and removal of items. Journal of Comparative Psychology, 118(1), 25–36. http://doi.org/10.1037/0735-7036.118.1.25",database_search,no,x,,,,,,,Chimpanzees (Pan troglodytes) respond to nonvisible sets after one-by-one addition and removal of items,,"Beran, M. J.",Journal of Comparative Psychology,,,,10.1037/0735-7036.118.1.25,,,,2004,
XNDis - 43,"Berger, A. (2011). Electrophysiological Evidence for Numerosity Processing in Infancy. Developmental Neuropsychology, 36(6), 668–681. http://doi.org/10.1080/87565641.2010.549878",database_search,no,x,,,,,,,Electrophysiological Evidence for Numerosity Processing in Infancy,,"Berger, Andrea",Developmental Neuropsychology,,,,10.1080/87565641.2010.549878,,,,2011,
XNDis - 44,"Bergesen, A. J. (2004). Durkheim’s theory of mental categories: A review of the evidence. Annual Review of Sociology, 30, 395–408. http://doi.org/10.1146/annurev.soc.30.012703.110549",database_search,no,x,,,,,,,Durkheim's theory of mental categories: A review of the evidence,,"Bergesen, A. J.",Annual Review of Sociology,,,,10.1146/annurev.soc.30.012703.110549,,,,2004,
XNDis - 45,"Bisazza, A., Piffer, L., Serena, G., & Agrillo, C. (2010). Ontogeny of Numerical Abilities in Fish. Plos One, 5(11), e15516. http://doi.org/10.1371/journal.pone.0015516",database_search,no,x,,,,,,,Ontogeny of Numerical Abilities in Fish,,"Bisazza, Angelo; Piffer, Laura; Serena, Giovanna; Agrillo, Christian",Plos One,,,,10.1371/journal.pone.0015516,,,,2010,
XNDis - 46,"Bisazza, A., Tagliapietra, C., Bertolucci, C., Foa, A., & Agrillo, C. (2014). Non-visual numerical discrimination in a blind cavefish (Phreatichthys andruzzii). Journal of Experimental Biology, 217(11), 1902–1909. http://doi.org/10.1242/jeb.101683",database_search,no,x,,,,,,,Non-visual numerical discrimination in a blind cavefish (Phreatichthys andruzzii),,"Bisazza, Angelo; Tagliapietra, Christian; Bertolucci, Cristiano; Foa, Augusto; Agrillo, Christian",Journal of Experimental Biology,,,,10.1242/jeb.101683,,,,2014,
XNDis - 47,"Boisvert, M. J., Abroms, B. D., & Roberts, W. A. (2003). Human nonverbal counting estimated by response production and verbal report. Psychonomic Bulletin & Review, 10(3), 683–690. http://doi.org/10.3758/BF03196532",database_search,no,x,,,,,,,Human nonverbal counting estimated by response production and verbal report,,"Boisvert, M. J.; Abroms, B. D.; Roberts, W. A.",Psychonomic Bulletin & Review,,,,10.3758/BF03196532,,,,2003,
XNDis - 48,"Bonny, J. W., & Lourenco, S. F. (2013). The approximate number system and its relation to early math achievement: Evidence from the preschool years. Journal of Experimental Child Psychology, 114(3), 375–388. http://doi.org/10.1016/j.jecp.2012.09.015",database_search,no,x,,,,,,,The approximate number system and its relation to early math achievement: Evidence from the preschool years,,"Bonny, Justin W.; Lourenco, Stella F.",Journal of Experimental Child Psychology,,,,10.1016/j.jecp.2012.09.015,,,,2013,
XNDis - 49,"Boysen, S. T., & Yocom, A. M. (2012). Sensitivity to Quantity: What Counts across Species? Complex Mind: An Interdisciplinary Approach, 80–96.",database_search,no,x,,,,,,,Sensitivity to Quantity: What Counts across Species?,,"Boysen, Sarah T.; Yocom, Anna M.",Complex Mind: An Interdisciplinary Approach,,,,,,,,2012,
XNDis - 50,"Brand, M., Kalbe, E., Fujiwara, E., Huber, M., & Markowitsch, H. J. (2003). Cognitive estimation in patients with probable Alzheimer’s disease and alcoholic Korsakoff patients. Neuropsychologia, 41(5), 575–584. http://doi.org/10.1016/S0028-3932(02)00183-5",database_search,no,x,,,,,,,Cognitive estimation in patients with probable Alzheimer's disease and alcoholic Korsakoff patients,,"Brand, M.; Kalbe, E.; Fujiwara, E.; Huber, M.; Markowitsch, H. J.",Neuropsychologia,,,,10.1016/S0028-3932(02)00183-5,,,,2003,
XNDis - 51,"Brankaer, C., Ghesquiere, P., & De Smedt, B. (2011). Numerical magnitude processing in children with mild intellectual disabilities. Research in Developmental Disabilities, 32(6), 2853–2859. http://doi.org/10.1016/j.ridd.2011.05.020",database_search,no,x,,,,,,,Numerical magnitude processing in children with mild intellectual disabilities,,"Brankaer, Carmen; Ghesquiere, Pol; De Smedt, Bert",Research in Developmental Disabilities,,,,10.1016/j.ridd.2011.05.020,,,,2011,
XNDis - 52,"Brannon, E. M., & Cantlon, J. F. (2009). A Comparative Perspective on the Origin of Numerical Thinking. Cognitive Biology: Evolutionary and Developmental Perspectives on Mind, Brain and Behavior, 191–219.",database_search,yes,x,,,,,,,A Comparative Perspective on the Origin of Numerical Thinking,,"Brannon, Elizabeth M.; Cantlon, Jessica F.","Cognitive Biology: Evolutionary and Developmental Perspectives on Mind, Brain and Behavior",,,,,,,,2009,
XNDis - 53,"Brannon, E. M., Libertus, M. E., Meck, W. H., & Woldorff, M. G. (2008). Electrophysiological measures of time processing in infant and adult brains: Weber’s law holds. Journal of Cognitive Neuroscience, 20(2), 193–203. http://doi.org/10.1162/jocn.2008.20.2.193",database_search,no,x,,,,,,,Electrophysiological measures of time processing in infant and adult brains: Weber's law holds,,"Brannon, Elizabeth M.; Libertus, Melissa E.; Meck, Warren H.; Woldorff, Marty G.",Journal of Cognitive Neuroscience,,,,10.1162/jocn.2008.20.2.193,,,,2008,
XNDis - 54,"Brannon, E. M., Suanda, S., & Libertus, K. (2007). Temporal discrimination increases in precision over development and parallels the development of numerosity discrimination. Developmental Science, 10(6), 770–777. http://doi.org/10.1111/j.1467-7687.2007.00635.x",database_search,yes,x,,,,,,,Temporal discrimination increases in precision over development and parallels the development of numerosity discrimination,,"Brannon, Elizabeth M.; Suanda, Sumarga; Libertus, Klaus",Developmental Science,,,,10.1111/j.1467-7687.2007.00635.x,,,,2007,
1 - NDis,"Brannon, E. M., Abbott, S., & Lutz, D. J. (2004). Number bias for the discrimination of large visual sets in infancy. Cognition, 93(2), B59–B68. http://doi.org/10.1016/j.cognition.2004.01.004",database_search,yes,include,yes,,include,xp 1 (1:2 ratio) ; not xp 2 (varies area and not number of dots),include,means and statistics,Number bias for the discrimination of large visual sets in infancy,http://www.sciencedirect.com.gate3.inist.fr/science/article/pii/S0010027704000526,"Brannon, E. M.; Abbott, S.; Lutz, D. J.",Cognition,,,,10.1016/j.cognition.2004.01.004,,,,2004,
XNDis - 55,"Brannon, E. M., Cantlon, J. F., & Terrace, H. S. (2006). The role of reference points in ordinal numerical comparisons by rhesus macaques (Macaca mulatta). Journal of Experimental Psychology-Animal Behavior Processes, 32(2), 120–134. http://doi.org/10.1037/0097-7403.32.2.120 ",database_search,no,x,,,,,,,The role of reference points in ordinal numerical comparisons by rhesus macaques (Macaca mulatta),,"Brannon, E. M.; Cantlon, J. F.; Terrace, H. S.",Journal of Experimental Psychology-Animal Behavior Processes,,,,10.1037/0097-7403.32.2.120,,,,2006,
XNDis - 56,"Brannon, E. M. (2002). The development of ordinal numerical knowledge in infancy. Cognition, 83(3), 223–240. http://doi.org/10.1016/S0010-0277(02)00005-7",database_search,yes,x,,,,,,,The development of ordinal numerical competence in young children,,"Brannon, E. M.; Van de Walle, G. A.",Cognitive Psychology,,,,10.1006/cogp.2001.0756,,,,2001,
XNDis - 57,"Brannon, E. M., & Van de Walle, G. A. (2001). The development of ordinal numerical competence in young children. Cognitive Psychology, 43(1), 53–81. http://doi.org/10.1006/cogp.2001.0756 ",database_search,yes,x,,,,,,,The development of ordinal numerical knowledge in infancy,,"Brannon, E. M.",Cognition,,,,10.1016/S0010-0277(02)00005-7,,,,2002,
XNDis - 58,"Brannon, E. M. (2003). Number knows no bounds. Trends in Cognitive Sciences, 7(7), 279–281. http://doi.org/10.1016/S1364-6613(03)00137-2 ",database_search,yes,x,,,,,,,Number knows no bounds,,"Brannon, E. M.",Trends in Cognitive Sciences,,,,10.1016/S1364-6613(03)00137-2,,,,2003,
XNDis - 59,"Brannon, E. M. (2005). The independence of language and mathematical reasoning. Proceedings of the National Academy of Sciences of the United States of America, 102(9), 3177–3178. http://doi.org/10.1073/pnas.0500328102 ",database_search,no,x,,,,,,,The independence of language and mathematical reasoning,,"Brannon, E. M.",Proceedings of the National Academy of Sciences of the United States of America,,,,10.1073/pnas.0500328102,,,,2005,
XNDis - 60,"Brannon, E. M. (2006). The representation of numerical magnitude. Current Opinion in Neurobiology, 16(2), 222–229. http://doi.org/10.1016/j.conb.2006.03.002 ",database_search,yes,x,,,,,,,The representation of numerical magnitude,,"Brannon, E. M.",Current Opinion in Neurobiology,,,,10.1016/j.conb.2006.03.002,,,,2006,
XNDis - 61,"Brez, C. C., & Colombo, J. (2012). Your Eyes Say “No,” But Your Heart Says “Yes”: Behavioral and Psychophysiological Indices in Infant Quantitative Processing. Infancy, 17(4), 445–454. http://doi.org/10.1111/j.1532-7078.2011.00094.x",database_search,yes,x,,,,,,,"Your Eyes Say ""No,"" But Your Heart Says ""Yes"": Behavioral and Psychophysiological Indices in Infant Quantitative Processing",,"Brez, Caitlin C.; Colombo, John",Infancy,,,,10.1111/j.1532-7078.2011.00094.x,,,,2012,
XNDis - 62,"Brooks, N., Pogue, A., & Barner, D. (2010). Piecing Together Numerical Language: Children’s Use of Default Units in Early Counting and Quantification. In K. Franich, K. M. Iserman, & L. L. Keil (Eds.), Proceedings of the 34th Annual Boston University Conference on Language Development, Vols 1 and 2 (pp. 46–57).",database_search,no,x,,,,,,,Piecing Together Numerical Language: Children's Use of Default Units in Early Counting and Quantification,,"Brooks, Neon; Pogue, Amanda; Barner, David","Proceedings of the 34th Annual Boston University Conference on Language Development, Vols 1 and 2",,,,,,,,2010,
