UniqueID,Bibliographical_reference,Source,Abstract_retrieved,Screening_decision,Fulltext_retrieved,Notes_fulltext_retrieved_status,Eligibility_decision,Notes_eligibility_decision,Quantitative_MA_Decision,Notes_quantitative_MA_Decision,Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers (DOI),Db,EntrezUID,Properties,Year,PubmedLink
X-GrSoc 10,"Baltazar, N. C., Shutts, K., & Kinzler, K. D. (2012). Children show heightened memory for threatening social actions. Journal of Experimental Child Psychology, 112(1), 102–110. http://doi.org/10.1016/j.jecp.2011.11.003",database_search,yes,x,,,,,,,Children show heightened memory for threatening social actions,,"Baltazar, Nicole C.; Shutts, Kristin; Kinzler, Katherine D.",Children show heightened memory for threatening social actions,,,,10.1016/j.jecp.2011.11.003,,,,2012,
X-GrSoc 11,"Bargh, J. A., Schwader, K. L., Hailey, S. E., Dyer, R. L., & Boothby, E. J. (2012). Automaticity in social-cognitive processes. Trends in Cognitive Sciences, 16(12), 593–605. http://doi.org/10.1016/j.tics.2012.10.002",database_search,yes,x,,,,,,,Automaticity in social-cognitive processes,,"Bargh, John A.; Schwader, Kay L.; Hailey, Sarah E.; Dyer, Rebecca L.; Boothby, Erica J.",Automaticity in social-cognitive processes,,,,10.1016/j.tics.2012.10.002,,,,2012,
X-GrSoc 12,"Bartsch, K., & Young, T. N. (2010). Reasoning asymmetries do not invalidate theory-theory. Behavioral and Brain Sciences, 33(4), 331–+. http://doi.org/10.1017/S0140525X10001688",database_search,no,x,,,,,,,Reasoning asymmetries do not invalidate theory-theory,,"Bartsch, Karen; Young, Tess N.",Reasoning asymmetries do not invalidate theory-theory,,,,10.1017/S0140525X10001688,,,,2010,
X-GrSoc 13,"Baschetti, R. (2008). Genetic evidence that Darwin was right about criminality: Nature, not nurture. Medical Hypotheses, 70(6), 1092–1102. http://doi.org/10.1016/j.mehy.2008.01.005",database_search,yes,x,,,,,,,"Genetic evidence that Darwin was right about criminality: Nature, not nurture",,"Baschetti, Riccardo","Genetic evidence that Darwin was right about criminality: Nature, not nurture",,,,10.1016/j.mehy.2008.01.005,,,,2008,
X-GrSoc 14,"Baumard, N., Andre, J.-B., & Sperber, D. (2013). A mutualistic approach to morality: The evolution of fairness by partner choice. Behavioral and Brain Sciences, 36(1), 59–78. http://doi.org/10.1017/S0140525X11002202",database_search,yes,x,,,,,,,A mutualistic approach to morality: The evolution of fairness by partner choice,,"Baumard, Nicolas; Andre, Jean-Baptiste; Sperber, Dan",A mutualistic approach to morality: The evolution of fairness by partner choice,,,,10.1017/S0140525X11002202,,,,2013,
X-GrSoc 15,"Beier, J. S., Over, H., & Carpenter, M. (2014). Young Children Help Others to Achieve Their Social Goals. Developmental Psychology, 50(3), 934–940. http://doi.org/10.1037/a0033886",database_search,yes,x,,,,,,,Young Children Help Others to Achieve Their Social Goals,,"Beier, Jonathan S.; Over, Harriet; Carpenter, Malinda",Young Children Help Others to Achieve Their Social Goals,,,,10.1037/a0033886,,,,2014,
X-GrSoc 16,"Beier, J. S., & Spelke, E. S. (2012). Infants’ Developing Understanding of Social Gaze. Child Development, 83(2), 486–496. http://doi.org/10.1111/j.1467-8624.2011.01702.x",database_search,no,x,,,,,,,Infants' Developing Understanding of Social Gaze,,"Beier, Jonathan S.; Spelke, Elizabeth S.",Infants' Developing Understanding of Social Gaze,,,,10.1111/j.1467-8624.2011.01702.x,,,,2012,
X-GrSoc 17,"Bensalah, L., & Stefaniak, N. (2014). THEORY OF MIND, TUTORING, AND CHILDREN TEACHING. (O. N. Saracho, Ed.).",database_search,no,x,,,,,,,"THEORY OF MIND, TUTORING, AND CHILDREN TEACHING",,"Bensalah, Leila; Stefaniak, Nicolas","THEORY OF MIND, TUTORING, AND CHILDREN TEACHING",,,,,,,,2014,
X-GrSoc 18,"Bergelson, E., & Swingley, D. (2012). At 6-9 months, human infants know the meanings of many common nouns. Proceedings of the National Academy of Sciences of the United States of America, 109(9), 3253–3258. http://doi.org/10.1073/pnas.1113380109",database_search,no,x,,,,,,,"At 6-9 months, human infants know the meanings of many common nouns",,"Bergelson, Elika; Swingley, Daniel","At 6-9 months, human infants know the meanings of many common nouns",,,,10.1073/pnas.1113380109,,,,2012,
X-GrSoc 19,"Bianchini, S., Levillain, F., Menicacci, A., Quinz, E., & Zibetti, E. (2016). Towards Behavioral Objects: A Twofold Approach for a System of Notation to Design and Implement Behaviors in Non-anthropomorphic Robotic Artifacts. In J. P. Laumond & N. Abe (Eds.), Dance Notations and Robot Motion (Vol. 111, pp. 1–24).",database_search,no,x,,,,,,,Towards Behavioral Objects: A Twofold Approach for a System of Notation to Design and Implement Behaviors in Non-anthropomorphic Robotic Artifacts,,"Bianchini, Samuel; Levillain, Florent; Menicacci, Armando; Quinz, Emanuele; Zibetti, Elisabetta",Towards Behavioral Objects: A Twofold Approach for a System of Notation to Design and Implement Behaviors in Non-anthropomorphic Robotic Artifacts,,,,,,,,2016,
X-GrSoc 20,"Biro, S., Alink, L. R. A., Huffmeijer, R., Bakermans-Kranenburg, M. J., & van IJzendoorn, M. H. (2015). Attachment and maternal sensitivity are related to infants’ monitoring of animated social interactions. Brain and Behavior, 5(12), e00410. http://doi.org/10.1002/brb3.410",database_search,yes,x,,,,,,,Attachment and maternal sensitivity are related to infants' monitoring of animated social interactions,,"Biro, Szilvia; Alink, Lenneke R. A.; Huffmeijer, Renske; Bakermans-Kranenburg, Marian J.; van IJzendoorn, Marinus H.",Attachment and maternal sensitivity are related to infants' monitoring of animated social interactions,,,,10.1002/brb3.410,,,,2015,
X-GrSoc 21,"Biro, S., Alink, L. R. A., van IJzendoorn, M. H., & Bakermans-Kranenburg, M. J. (2014). Infants’ Monitoring of Social Interactions: The Effect of Emotional Cues. Emotion, 14(2), 263–271. http://doi.org/10.1037/a0035589",database_search,yes,x,,,,,,,Infants' Monitoring of Social Interactions: The Effect of Emotional Cues,,"Biro, Szilvia; Alink, Lenneke R. A.; van IJzendoorn, Marinus H.; Bakermans-Kranenburg, Marian J.",Infants' Monitoring of Social Interactions: The Effect of Emotional Cues,,,,10.1037/a0035589,,,,2014,
X-GrSoc 22,"Bloom, P. (2012). Religion, Morality, Evolution. In S. T. Fiske, D. L. Schacter, & S. E. Taylor (Eds.), Annual Review of Psychology, Vol 63 (Vol. 63, pp. 179–199).",database_search,no,x,,,,,,,"Religion, Morality, Evolution",,"Bloom, Paul","Religion, Morality, Evolution",,,,,,,,2012,
X-GrSoc 23,"Bodenhausen, G. V., & Todd, A. R. (2010). Social cognition. Wiley Interdisciplinary Reviews-Cognitive Science, 1(2), 160–171. http://doi.org/10.1002/wcs.28",database_search,yes,x,,,,,,,Social cognition,,"Bodenhausen, Galen V.; Todd, Andrew R.",Social cognition,,,,10.1002/wcs.28,,,,2010,
X-GrSoc 24,"Borg, E. G. N. (2014). From ape empathy to human morality? Analysis, 74(4), 577–586. http://doi.org/10.1093/analys/anu080",database_search,no,x,,,,,,,From ape empathy to human morality?,,"Borg, E. G. N.",From ape empathy to human morality?,,,,10.1093/analys/anu080,,,,2014,
X-GrSoc 25,"Brand, R. J., Escobar, K., Baranes, A., & Albu, A. (2015). Crawling Predicts Infants’ Understanding of Agents’ Navigation of Obstacles. Infancy, 20(4), 405–415. http://doi.org/10.1111/infa.12084",database_search,no,x,,,,,,,Crawling Predicts Infants' Understanding of Agents' Navigation of Obstacles,,"Brand, Rebecca J.; Escobar, Kelly; Baranes, Adrien; Albu, Amanda",Crawling Predicts Infants' Understanding of Agents' Navigation of Obstacles,,,,10.1111/infa.12084,,,,2015,
X-GrSoc 26,"Brandt, M. J., IJzerman, H., & Blanken, I. (2014). Does Recalling Moral Behavior Change the Perception of Brightness? A Replication and Meta-Analysis of Banerjee, Chatterjee, and Sinha (2012). Social Psychology, 45(3), 246–252. http://doi.org/10.1027/1864-9335/a000191",database_search,no,x,,,,,,,"Does Recalling Moral Behavior Change the Perception of Brightness? A Replication and Meta-Analysis of Banerjee, Chatterjee, and Sinha (2012)",,"Brandt, Mark J.; IJzerman, Hans; Blanken, Irene","Does Recalling Moral Behavior Change the Perception of Brightness? A Replication and Meta-Analysis of Banerjee, Chatterjee, and Sinha (2012)",,,,10.1027/1864-9335/a000191,,,,2014,
X-GrSoc 27,"Brandt, M. J., & Reyna, C. (2011). The Chain of Being: A Hierarchy of Morality. Perspectives on Psychological Science, 6(5), 428–446. http://doi.org/10.1177/1745691611414587",database_search,yes,x,,,,,,,The Chain of Being: A Hierarchy of Morality,,"Brandt, Mark J.; Reyna, Christine",The Chain of Being: A Hierarchy of Morality,,,,10.1177/1745691611414587,,,,2011,
X-GrSoc 28,"Brielmann, A. A., & Stolarova, M. (2014). A New Standardized Stimulus Set for Studying Need-of-Help Recognition (NeoHelp). Plos One, 9(1), e84373. http://doi.org/10.1371/journal.pone.0084373",database_search,no,x,,,,,,,A New Standardized Stimulus Set for Studying Need-of-Help Recognition (NeoHelp),,"Brielmann, Aenne A.; Stolarova, Margarita",A New Standardized Stimulus Set for Studying Need-of-Help Recognition (NeoHelp),,,,10.1371/journal.pone.0084373,,,,2014,
X-GrSoc 29,"Brink, T. T., Urton, K., Held, D., Kirilina, E., Hofmann, M. J., Klann-Delius, G., … Kuchinke, L. (2011). The role of orbitofrontal cortex in processing empathy stories in 4-to 8-year-old children. Frontiers in Psychology, 2, 80. http://doi.org/10.3389/fpsyg.2011.00080",database_search,no,x,,,,,,,The role of orbitofrontal cortex in processing empathy stories in 4-to 8-year-old children,,"Brink, Tila Tabea; Urton, Karolina; Held, Dada; Kirilina, Evgeniya; Hofmann, Markus J.; Klann-Delius, Gisela; Jacobs, Arthur M.; Kuchinke, Lars",The role of orbitofrontal cortex in processing empathy stories in 4-to 8-year-old children,,,,10.3389/fpsyg.2011.00080,,,,2011,
X-GrSoc 30,"Brownell, C. A. (2013). Early Development of Prosocial Behavior: Current Perspectives. Infancy, 18(1), 1–9. http://doi.org/10.1111/infa.12004",database_search,yes,x,,,,,,,Early Development of Prosocial Behavior: Current Perspectives,,"Brownell, Celia A.",Early Development of Prosocial Behavior: Current Perspectives,,,,10.1111/infa.12004,,,,2013,
X-GrSoc 31,"Buchsbaum, D., Seiver, E., Bridgers, S., & Gopnik, A. (2012). Learning about Causes from People and about People as Causes: Probabilistic Models and Social Causal Reasoning. In F. Xu & T. Kushnir (Eds.), Rational Constructivism in Cognitive Development (Vol. 43, pp. 125–160).",database_search,no,x,,,,,,,Learning about Causes from People and about People as Causes: Probabilistic Models and Social Causal Reasoning,,"Buchsbaum, Daphna; Seiver, Elizabeth; Bridgers, Sophie; Gopnik, Alison",Learning about Causes from People and about People as Causes: Probabilistic Models and Social Causal Reasoning,,,,,,,,2012,
X - GrSoc,"Buon, M., Jacob, P., Margules, S., Brunet, I., Dutat, M., Cabrol, D., & Dupoux, E. (2014). Friend or Foe? Early Social Evaluation of Human Interactions. Plos One, 9(2), e88612. http://doi.org/10.1371/journal.pone.0088612",database_search,yes,include,yes,,include,not xp 1 (verbal task) ; only xp 2,exclude,data provided is a score amongst several trials and not binomial data,Friend or Foe? Early Social Evaluation of Human Interactions,http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0088612,"Buon, Marine; Jacob, Pierre; Margules, Sylvie; Brunet, Isabelle; Dutat, Michel; Cabrol, Dominique; Dupoux, Emmanuel",Friend or Foe? Early Social Evaluation of Human Interactions,,,,10.1371/journal.pone.0088612,,,,2014,
X-GrSoc 32,"Camilleri, J. A., Kuhlmeier, V. A., & Chu, J. Y. Y. (2010). Remembering Helpers and Hinderers Depends on Behavioral Intentions of the Agent and Psychopathic Characteristics of the Observer. Evolutionary Psychology, 8(2), 303–316.",database_search,yes,x,,,,,,,Remembering Helpers and Hinderers Depends on Behavioral Intentions of the Agent and Psychopathic Characteristics of the Observer,,"Camilleri, Joseph A.; Kuhlmeier, Valerie A.; Chu, Jenny Y. Y.",Remembering Helpers and Hinderers Depends on Behavioral Intentions of the Agent and Psychopathic Characteristics of the Observer,,,,,,,,2010,
X-GrSoc 33,"Carpendale, J. I. M., Hammond, S. I., & Atwood, S. (2013). A Relational Developmental Systems Approach to Moral Development. In R. M. Lerner & J. B. Benson (Eds.), Embodiment and Epigenesis: Theoretical and Methodological Issues in Understanding the Role of Biology Within the Relational Developmental System, Pt B: Ontogenetic Dimensions (Vol. 45, pp. 125–153).",database_search,yes,x,,,,,,,A Relational Developmental Systems Approach to Moral Development,,"Carpendale, Jeremy I. M.; Hammond, Stuart I.; Atwood, Sherrie",A Relational Developmental Systems Approach to Moral Development,,,,,,,,2013,
X-GrSoc 34,"Carpendale, J. I. M., & Mueller, U. (2012). Flaws in the Notion of Rational Imitation: On the Impossible Leap from Computation to Rationality and Normativity Commentary on Paulus. Human Development, 55(3), 122–128. http://doi.org/10.1159/000339720",database_search,no,x,,,,,,,Flaws in the Notion of Rational Imitation: On the Impossible Leap from Computation to Rationality and Normativity Commentary on Paulus,,"Carpendale, Jeremy I. M.; Mueller, Ulrich",Flaws in the Notion of Rational Imitation: On the Impossible Leap from Computation to Rationality and Normativity Commentary on Paulus,,,,10.1159/000339720,,,,2012,
X-GrSoc 35,"Chalik, L., & Rhodes, M. (2014). Preschoolers Use Social Allegiances to Predict Behavior. Journal of Cognition and Development, 15(1), 136–160. http://doi.org/10.1080/15248372.2012.728546",database_search,no,x,,,,,,,Preschoolers Use Social Allegiances to Predict Behavior,,"Chalik, Lisa; Rhodes, Marjorie",Preschoolers Use Social Allegiances to Predict Behavior,,,,10.1080/15248372.2012.728546,,,,2014,
X-GrSoc 36,"Chalik, L., & Rhodes, M. (2015). The Communication of Naive Theories of the Social World in Parent-Child Conversation. Journal of Cognition and Development, 16(5), 719–741. http://doi.org/10.1080/15248372.2014.949722",database_search,no,x,,,,,,,The Communication of Naive Theories of the Social World in Parent-Child Conversation,,"Chalik, Lisa; Rhodes, Marjorie",The Communication of Naive Theories of the Social World in Parent-Child Conversation,,,,10.1080/15248372.2014.949722,,,,2015,
X-GrSoc 37,"Chernyak, N., & Kushnir, T. (2014). The Self as a Moral Agent: Preschoolers Behave Morally but Believe in the Freedom to Do Otherwise. Journal of Cognition and Development, 15(3), 453–464. http://doi.org/10.1080/15248372.2013.777843",database_search,no,x,,,,,,,The Self as a Moral Agent: Preschoolers Behave Morally but Believe in the Freedom to Do Otherwise,,"Chernyak, Nadia; Kushnir, Tamar",The Self as a Moral Agent: Preschoolers Behave Morally but Believe in the Freedom to Do Otherwise,,,,10.1080/15248372.2013.777843,,,,2014,
X-GrSoc 38,"Chijiiwa, H., Kuroshima, H., Hori, Y., Anderson, J. R., & Fujita, K. (2015). Dogs avoid people who behave negatively to their owner: third-party affective evaluation. Animal Behaviour, 106, 123–127. http://doi.org/10.1016/j.anbehav.2015.05.018",database_search,no,x,,,,,,,Dogs avoid people who behave negatively to their owner: third-party affective evaluation,,"Chijiiwa, Hitomi; Kuroshima, Hika; Hori, Yusuke; Anderson, James R.; Fujita, Kazuo",Dogs avoid people who behave negatively to their owner: third-party affective evaluation,,,,10.1016/j.anbehav.2015.05.018,,,,2015,
X-GrSoc 39,"Choi, Y., & Luo, Y. (2015). 13-Month-Olds’ Understanding of Social Interactions. Psychological Science, 26(3), 274–283. http://doi.org/10.1177/0956797614562452",database_search,yes,x,,,,,,,13-Month-Olds' Understanding of Social Interactions,,"Choi, You-jung; Luo, Yuyan",13-Month-Olds' Understanding of Social Interactions,,,,10.1177/0956797614562452,,,,2015,
X-GrSoc 40,"Christen, M., VanSchaik, C., Fischer, J., Huppenbauer, M., & Tanner, C. (Eds.). (2014). Introduction - Bridging the Is-Ought-Dichotomy (Vol. 32).",database_search,no,x,,,,,,,Introduction - Bridging the Is-Ought-Dichotomy,,,Introduction - Bridging the Is-Ought-Dichotomy,,,,,,,,2014,
X-GrSoc 41,"Chudek, M., & Henrich, J. (2011). Culture-gene coevolution, norm-psychology and the emergence of human prosociality. Trends in Cognitive Sciences, 15(5), 218–226. http://doi.org/10.1016/j.tics.2011.03.003",database_search,no,x,,,,,,,"Culture-gene coevolution, norm-psychology and the emergence of human prosociality",,"Chudek, Maciej; Henrich, Joseph","Culture-gene coevolution, norm-psychology and the emergence of human prosociality",,,,10.1016/j.tics.2011.03.003,,,,2011,
X-GrSoc 42,"Chudek, M., Zhao, W., & Henrich, J. (2013). Culture-Gene Coevolution, Large-Scale Cooperation, and the Shaping of Human Social Psychology. Cooperation and Its Evolution, 425–457.",database_search,no,x,,,,,,,"Culture-Gene Coevolution, Large-Scale Cooperation, and the Shaping of Human Social Psychology",,"Chudek, Maciek; Zhao, Wanying; Henrich, Joseph","Culture-Gene Coevolution, Large-Scale Cooperation, and the Shaping of Human Social Psychology",,,,,,,,2013,
X-GrSoc 43,"Cimpian, A., & Erickson, L. C. (2012). Remembering kinds: New evidence that categories are privileged in children’s thinking. Cognitive Psychology, 64(3), 161–185. http://doi.org/10.1016/j.cogpsych.2011.11.002",database_search,no,x,,,,,,,Remembering kinds: New evidence that categories are privileged in children's thinking,,"Cimpian, Andrei; Erickson, Lucy C.",Remembering kinds: New evidence that categories are privileged in children's thinking,,,,10.1016/j.cogpsych.2011.11.002,,,,2012,
X-GrSoc 44,"Cimpian, A., & Park, J. J. (2014). Tell Me About Pangolins! Evidence That Children Are Motivated to Learn About Kinds. Journal of Experimental Psychology-General, 143(1), 46–55. http://doi.org/10.1037/a0031687",database_search,no,x,,,,,,,Tell Me About Pangolins! Evidence That Children Are Motivated to Learn About Kinds,,"Cimpian, Andrei; Park, JoAnn J.",Tell Me About Pangolins! Evidence That Children Are Motivated to Learn About Kinds,,,,10.1037/a0031687,,,,2014,
X-GrSoc 45,"Cimpian, A., & Salomon, E. (2014). Refining and expanding the proposal of an inherence heuristic in human understanding. Behavioral and Brain Sciences, 37(5), 506–527. http://doi.org/10.1017/S0140525X14000028",database_search,no,x,,,,,,,Refining and expanding the proposal of an inherence heuristic in human understanding,,"Cimpian, Andrei; Salomon, Erika",Refining and expanding the proposal of an inherence heuristic in human understanding,,,,10.1017/S0140525X14000028,,,,2014,
X-GrSoc 46,"Cirelli, L. K., Einarson, K. M., & Trainor, L. J. (2014). Interpersonal synchrony increases prosocial behavior in infants. Developmental Science, 17(6), 1003–1011. http://doi.org/10.1111/desc.12193",database_search,yes,x,,,,,,,Interpersonal synchrony increases prosocial behavior in infants,,"Cirelli, Laura K.; Einarson, Kathleen M.; Trainor, Laurel J.",Interpersonal synchrony increases prosocial behavior in infants,,,,10.1111/desc.12193,,,,2014,
X-GrSoc 47,"Clement, F., Harris, P., Bernard, S., Antonietti, J.-P., & Kaufmann, L. (2014). Rousseau’s Child Preschoolers Expect Strangers to Favor Prosocial Actions. Swiss Journal of Psychology, 73(2), 105–110. http://doi.org/10.1024/1421-0185/a000129",database_search,yes,x,,,,,,,Rousseau's Child Preschoolers Expect Strangers to Favor Prosocial Actions,,"Clement, Fabrice; Harris, Paul; Bernard, Stephane; Antonietti, Jean-Philippe; Kaufmann, Laurence",Rousseau's Child Preschoolers Expect Strangers to Favor Prosocial Actions,,,,10.1024/1421-0185/a000129,,,,2014,
X-GrSoc 48,"Cogsdill, E. J., Todorov, A. T., Spelke, E. S., & Banaji, M. R. (2014). Inferring Character From Faces A Developmental Study. Psychological Science, 25(5), 1132–1139. http://doi.org/10.1177/0956797614523297",database_search,no,x,,,,,,,Inferring Character From Faces A Developmental Study,,"Cogsdill, Emily J.; Todorov, Alexander T.; Spelke, Elizabeth S.; Banaji, Mahzarin R.",Inferring Character From Faces A Developmental Study,,,,10.1177/0956797614523297,,,,2014,
X-GrSoc 49,"Cornwell, J. F. M., & Higgins, E. T. (2015). Approach and avoidance in moral psychology: Evidence for three distinct motivational levels. Personality and Individual Differences, 86, 139–149. http://doi.org/10.1016/j.paid.2015.06.012",database_search,yes,x,,,,,,,Approach and avoidance in moral psychology: Evidence for three distinct motivational levels,,"Cornwell, James F. M.; Higgins, E. Tory",Approach and avoidance in moral psychology: Evidence for three distinct motivational levels,,,,10.1016/j.paid.2015.06.012,,,,2015,
X-GrSoc 50,"Coughlin, C., Hembacher, E., Lyons, K. E., & Ghetti, S. (2015). Introspection on uncertainty and judicious help-seeking during the preschool years. Developmental Science, 18(6), 957–971. http://doi.org/10.1111/desc.12271",database_search,no,x,,,,,,,Introspection on uncertainty and judicious help-seeking during the preschool years,,"Coughlin, Christine; Hembacher, Emily; Lyons, Kristen E.; Ghetti, Simona",Introspection on uncertainty and judicious help-seeking during the preschool years,,,,10.1111/desc.12271,,,,2015,
X-GrSoc 51,"Cowell, J. M., Casey, E. C., Hetherington, C., Stephens, E. C., & Koenig, M. A. (2015). CHILDREN’S SELECTIVE TRUST IN OTHERS Developments, Practices and Problems. (O. N. Saracho, Ed.).",database_search,no,x,,,,,,,"CHILDREN'S SELECTIVE TRUST IN OTHERS Developments, Practices and Problems",,"Cowell, Jason M.; Casey, Erin C.; Hetherington, Chelsea; Stephens, Elizabeth C.; Koenig, Melissa A.","CHILDREN'S SELECTIVE TRUST IN OTHERS Developments, Practices and Problems",,,,,,,,2015,
X-GrSoc 52,"Cowell, J. M., & Decety, J. (2015b). The Neuroscience of Implicit Moral Evaluation and Its Relation to Generosity in Early Childhood. Current Biology, 25(1), 93–97. http://doi.org/10.1016/j.cub.2014.11.002",database_search,no,x,,,,,,,The Neuroscience of Implicit Moral Evaluation and Its Relation to Generosity in Early Childhood,,"Cowell, Jason M.; Decety, Jean",The Neuroscience of Implicit Moral Evaluation and Its Relation to Generosity in Early Childhood,,,,10.1016/j.cub.2014.11.002,,,,2015,
X-GrSoc 53,"Cowell, J. M., & Decety, J. (2015a). Precursors to morality in development as a complex interplay between neural, socioenvironmental, and behavioral facets. Proceedings of the National Academy of Sciences of the United States of America, 112(41), 12657–12662. http://doi.org/10.1073/pnas.1508832112 ",database_search,no,x,,,,,,,"Precursors to morality in development as a complex interplay between neural, socioenvironmental, and behavioral facets",,"Cowell, Jason M.; Decety, Jean","Precursors to morality in development as a complex interplay between neural, socioenvironmental, and behavioral facets",,,,10.1073/pnas.1508832112,,,,2015,
X-GrSoc 54,"Cronk, L., & Leech, B. L. (2013). Meeting at Grand Central: Understanding the Social and Evolutionary Roots of Cooperation.",database_search,no,x,,,,,,,Meeting at Grand Central: Understanding the Social and Evolutionary Roots of Cooperation,,"Cronk, L.; Leech, B. L.",Meeting at Grand Central: Understanding the Social and Evolutionary Roots of Cooperation,,,,,,,,2013,
X-GrSoc 55,"Cummins, D. D. (2012). Good Thinking: Seven Powerful Ideas That Influence the Way We Think.",database_search,no,x,,,,,,,Good Thinking: Seven Powerful Ideas That Influence the Way We Think,,"Cummins, D. D.",Good Thinking: Seven Powerful Ideas That Influence the Way We Think,,,,,,,,2012,
