UniqueID,Bibliographical_reference,Source,Abstract_retrieved,Screening_decision,Fulltext_retrieved,Notes_fulltext_retrieved_status,Eligibility_decision,Notes_eligibility_decision,Quantitative_MA_Decision,Notes_quantitative_MA_Decision,Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers (DOI),Db,EntrezUID,Properties,Year,PubmedLink
XWeg - 11,"Aslin, R. N. (2014). Infant Learning: Historical, Conceptual, and Methodological Challenges. Infancy, 19(1), 2–27. http://doi.org/10.1111/infa.12036",database_search,no,x,,,,,,,"Infant Learning: Historical, Conceptual, and Methodological Challenges",,"Aslin, Richard N.",Infancy,,,,10.1111/infa.12036,,,,2014,
XWeg - 12,"Aslin, R. N., Saffran, J. R., & Newport, E. L. (1998). Computation of conditional probability statistics by 8-month-old infants. Psychological Science, 9(4), 321–324. http://doi.org/10.1111/1467-9280.00063",database_search,no,x,,,,,,,Computation of conditional probability statistics by 8-month-old infants,,"Aslin, R. N.; Saffran, J. R.; Newport, E. L.",Psychological Science,,,,10.1111/1467-9280.00063,,,,1998,
XWeg - 13,"Aslin, R. N., Saffran, J. R., & Newport, E. L. (1999). Statistical learning in linguistic and nonlinguistic domains. (B. MacWhinney, Ed.).",database_search,yes,x,,,,,,,Statistical learning in linguistic and nonlinguistic domains,,"Aslin, R. N.; Saffran, J. R.; Newport, E. L.",,,,,,,,,1999,
XWeg - 14,"Babineau, M., & Shi, R. (2011). Processing of French Liaisons in Toddlers. In N. Danis, K. Mesh, & H. Sung (Eds.), Proceedings of the 35th Annual Boston University Conference on Language Development, Vols 1 and 2 (pp. 25–37).",database_search,yes,include,,,exclude,tests influence of adjacent words on segmentation ,include,charts of means and SD,Processing of French Liaisons in Toddlers,https://www.researchgate.net/publication/265402397_Processing_of_French_Liaisons_in_Toddlers,"Babineau, Mireille; Shi, Rushen","Proceedings of the 35th Annual Boston University Conference on Language Development, Vols 1 and 2",,,,,,,,2011,
XWeg - 15,"Babineau, M., & Shi, R. (2014). Distributional Cues and the Onset Bias in Early Word Segmentation. Developmental Psychology, 50(12), 2666–2674. http://doi.org/10.1037/a0038105",database_search,yes,include,,,exclude,tests influence of adjacent words on segmentation ,include,charts of means and SD,Distributional Cues and the Onset Bias in Early Word Segmentation,http://search.ebscohost.com.gate3.inist.fr/login.aspx?direct=true&db=pdh&AN=2014-49545-002&lang=fr&site=ehost-live,"Babineau, Mireille; Shi, Rushen",Developmental Psychology,,,,10.1037/a0038105,,,,2014,
XWeg - 16,"Bailey, T. M., & Hahn, U. (2005). Phoneme similarity and confusability. Journal of Memory and Language, 52(3), 339–362. http://doi.org/10.1016/j.jml.2004.12.003",database_search,yes,x,,,,,,,Phoneme similarity and confusability,,"Bailey, T. M.; Hahn, U.",Journal of Memory and Language,,,,10.1016/j.jml.2004.12.003,,,,2005,
XWeg - 17,"Baker, J. M., Deng, L., Khudanpur, S., Lee, C.-H., Glass, J. R., Morgan, N., & O’Shaughnessy, D. (2009). Updated MINDS Report on Speech Recognition and Understanding, Part 2. Ieee Signal Processing Magazine, 26(4), 78–85. http://doi.org/10.1109/MSP.2009.932707",database_search,yes,x,,,,,,,"Updated MINDS Report on Speech Recognition and Understanding, Part 2",,"Baker, Janet M.; Deng, Li; Khudanpur, Sanjeev; Lee, Chin-Hui; Glass, James R.; Morgan, Nelson; O'Shaughnessy, Douglas",Ieee Signal Processing Magazine,,,,10.1109/MSP.2009.932707,,,,2009,
XWeg - 18,"Balaban, M. T., & Waxman, S. R. (1997). Do words facilitate object categorization in 9-month-old infants? Journal of Experimental Child Psychology, 64(1), 3–26. http://doi.org/10.1006/jecp.1996.2332",database_search,yes,x,,,,,,,Do words facilitate object categorization in 9-month-old infants?,,"Balaban, M. T.; Waxman, S. R.",Journal of Experimental Child Psychology,,,,10.1006/jecp.1996.2332,,,,1997,
XWeg - 19,"Barbosa, P. G., & Cardoso-Martins, C. (2014). Uma revisão dos estudos sobre a fala dirigida à criança e suas implicações para a aquisição inicial do vocabulário. Linguagem Em (Dis)curso, 14(1), 195–210. http://doi.org/10.1590/S1518-76322014000100012",database_search,no,x,,,,,,,Uma revisão dos estudos sobre a fala dirigida à criança e suas implicações para a aquisição inicial do vocabulário,,"Barbosa, Poliana Gonçalves; Cardoso-Martins, Cláudia",Linguagem em (Dis)curso,,,,10.1590/S1518-76322014000100012,,,,2014,
XWeg - 20,"Barker, B. A., & Newman, R. S. (2000). The cocktail party effect in infants: Following one’s mother’s voice. In S. C. Howell, S. A. Fish, & T. KeithLucas (Eds.), Proceedings of the 24th Annual Boston University Conference on Language Development, Vols 1 and 2 (pp. 92–103).",database_search,no,x,,,,,,,The cocktail party effect in infants: Following one's mother's voice,,"Barker, B. A.; Newman, R. S.","Proceedings of the 24th Annual Boston University Conference on Language Development, Vols 1 and 2",,,,,,,,2000,
XWeg - 21,"BARÓN BIRCHENALL, L. F., MÜLLER, O., & GALINDO, Ó. (2014). Métodos Experimentales de Estudio de la Percepción Temprana del Habla. Revista Colombiana de Psicología, 23(1), 73–94. http://doi.org/10.15446/rcp.v23n1.37716",database_search,no,x,,,,,,,Speech Perception in the First Year of Life,,"Baron Birchenall, Leonardo; Galindo, Oscar; Mueller, Oliver",Revista Latinoamericana De Psicologia,,,,,,,,2014,
XWeg - 22,"Baron Birchenall, L., Galindo, O., & Mueller, O. (2014). Speech Perception in the First Year of Life. Revista Latinoamericana De Psicologia, 46(1), 12–23.",database_search,yes,x,,,,,,,La percepción del habla durante el primer año de vida,,"Barón Birchenall, Leonardo; Galindo, Óscar; Müller, Oliver",Revista Latinoamericana de Psicología,,,,,,,,2014,
XWeg - 23,"Barón Birchenall, L., Galindo, Ó., & Müller, O. (2014). La percepción del habla durante el primer año de vida. Revista Latinoamericana de Psicología, 46(1), 12–23.",database_search,yes,x,,,,,,,Métodos Experimentales de Estudio de la Percepción Temprana del Habla,,"BARÓN BIRCHENALL, LEONARDO FRANCISCO; MÜLLER, OLIVER; GALINDO, ÓSCAR",Revista Colombiana de Psicología,,,,10.15446/rcp.v23n1.37716,,,,2014,
1 - WSeg,"Bartels, S., Darcy, I., & Hoehle, B. (2009). Schwa Syllables Facilitate Word Segmentation for 9-month-old German-learning Infants. In J. Chandlee, M. Franchini, S. Lord, & G. M. Rheiner (Eds.), Proceedings of the 33rd Annual Boston University Conference on Language Development, Vols 1 and 2 (pp. 73–84).",database_search,yes,include,,,include,word > speech ; German ; 2 syllables ; xp 1 with trochaic schwa syllables ; xp 2 with full vowel disyllables,include,charts of means and SD,Schwa Syllables Facilitate Word Segmentation for 9-month-old German-learning Infants,http://www.uni-potsdam.de/fileadmin/projects/babylab/assets/Bartels_Darcy_Hoehle_2009.pdf,"Bartels, Sonja; Darcy, Isabelle; Hoehle, Barbara","Proceedings of the 33rd Annual Boston University Conference on Language Development, Vols 1 and 2",,,,,,,,2009,
XWeg - 24,"Bavin, E. L. (2009). Introduction: perspectives on child language. Cambridge Handbook of Child Language, 1–+.",database_search,no,x,,,,,,,Introduction: perspectives on child language,,"Bavin, Edith L.",Cambridge Handbook of Child Language,,,,,,,,2009,
XWeg - 25,"Bergelson, E., & Swingley, D. (2012). At 6-9 months, human infants know the meanings of many common nouns. Proceedings of the National Academy of Sciences of the United States of America, 109(9), 3253–3258. http://doi.org/10.1073/pnas.1113380109",database_search,no,x,,,,,,,"At 6-9 months, human infants know the meanings of many common nouns",,"Bergelson, Elika; Swingley, Daniel",Proceedings of the National Academy of Sciences of the United States of America,,,,10.1073/pnas.1113380109,,,,2012,
XWeg - 26,"Bergmann, C., Boves, L., & ten Bosch, L. (2011). Measuring Word Learning Performance in Computational Models and Infants. 2011 Ieee International Conference on Development and Learning (icdl).",database_search,yes,x,,,,,,,Measuring Word Learning Performance in Computational Models and Infants,,"Bergmann, Christina; Boves, Lou; ten Bosch, Louis",2011 Ieee International Conference on Development and Learning (icdl),,,,,,,,2011,
XWeg - 27,"Bergmann, C., Boves, L., & ten Bosch, L. (2012). A model of the Headturn Preference Procedure: Linking cognitive processes to overt behaviour. 2012 Ieee International Conference on Development and Learning and Epigenetic Robotics (icdl).",database_search,yes,x,,,,,,,A model of the Headturn Preference Procedure: Linking cognitive processes to overt behaviour,,"Bergmann, Christina; Boves, Lou; ten Bosch, Louis",2012 Ieee International Conference on Development and Learning and Epigenetic Robotics (icdl),,,,,,,,2012,
XWeg - 28,"Bergmann, C., ten Bosch, L., Fikkert, P., & Boves, L. (2013). A computational model to investigate assumptions in the headturn preference procedure. Frontiers in Psychology, 4. http://doi.org/10.3389/fpsyg.2013.00676",database_search,no,x,,,,,,,A computational model to investigate assumptions in the headturn preference procedure,,"Bergmann, Christina; ten Bosch, Louis; Fikkert, Paula; Boves, Lou",Frontiers in Psychology,,,,10.3389/fpsyg.2013.00676,,,,2013,
XWeg - 29,"Berland, A., Gaillard, P., Guidetti, M., & Barone, P. (2015). Perception of Everyday Sounds: A Developmental Study of a Free Sorting Task. Plos One, 10(2), e0115557. http://doi.org/10.1371/journal.pone.0115557",database_search,yes,x,,,,,,,Perception of Everyday Sounds: A Developmental Study of a Free Sorting Task,,"Berland, Aurore; Gaillard, Pascal; Guidetti, Michele; Barone, Pascal",Plos One,,,,10.1371/journal.pone.0115557,,,,2015,
XWeg - 30,"Bertoncini, J., & Cabrera, L. (2014). Speech perception in the first two years. Archives De Pediatrie, 21(10), 1153–1156. http://doi.org/10.1016/j.arcped.2014.05.003",database_search,yes,x,,,,,,,Speech perception in the first two years,,"Bertoncini, J.; Cabrera, L.",Archives De Pediatrie,,,,10.1016/j.arcped.2014.05.003,,,,2014,
XWeg - 31,"Bhatt, R. S., & Quinn, P. C. (2011). How Does Learning Impact Development in Infancy? The Case of Perceptual Organization. Infancy, 16(1), 2–38. http://doi.org/10.1111/j.1532-7078.2010.00048.x",database_search,no,x,,,,,,,How Does Learning Impact Development in Infancy? The Case of Perceptual Organization,,"Bhatt, Ramesh S.; Quinn, Paul C.",Infancy,,,,10.1111/j.1532-7078.2010.00048.x,,,,2011,
XWeg - 32,"Blenn, L., Seidl, A., & Hohle, B. (2003). Recognition of phrases in early language acquisition: The role of morphological markers. In B. Beachley, A. Brown, & F. Conlin (Eds.), Bucld 27: Annual Boston University Conference on Language Development, Vols 1 and 2, Proceedings (pp. 138–149).",database_search,no,x,,,,,,,Recognition of phrases in early language acquisition: The role of morphological markers,,"Blenn, L.; Seidl, A.; Hohle, B.","Bucld 27: Annual Boston University Conference on Language Development, Vols 1 and 2, Proceedings",,,,,,,,2003,
XWeg - 33,"Bohn, O. S., & Polka, L. (2001). Target spectral, dynamic spectral, and duration cues in infant perception of German vowels. Journal of the Acoustical Society of America, 110(1), 504–515. http://doi.org/10.1121/1.1380415",database_search,yes,include,,,exclude,no fluent speech,,,"Target spectral, dynamic spectral, and duration cues in infant perception of German vowels",https://www.researchgate.net/profile/Linda_Polka/publication/11836332_Target_spectral_dynamic_spectral_and_duration_cues_in_infant_perception_of_German_vowels/links/0912f50d0926d51406000000.pdf,"Bohn, O. S.; Polka, L.",Journal of the Acoustical Society of America,,,,10.1121/1.1380415,,,,2001,
XWeg - 34,"Booth, A. E., & Waxman, S. (2002). Object names and object functions serve as cues to categories for infants. Developmental Psychology, 38(6), 948–957. http://doi.org/10.1037//0012-1649.38.6.948",database_search,no,x,,,,,,,Object names and object functions serve as cues to categories for infants,,"Booth, A. E.; Waxman, S.",Developmental Psychology,,,,10.1037//0012-1649.38.6.948,,,,2002,
2 - WSeg,"Bortfeld, H., & Morgan, J. (2000). The influence of focusing stress on infants’ recognition of words in fluent speech. In S. C. Howell, S. A. Fish, & T. KeithLucas (Eds.), Proceedings of the 24th Annual Boston University Conference on Language Development, Vols 1 and 2 (pp. 151–163).",database_search,yes,include,yes,,include,"word > speech ; English ; disyllables ; note : variation of stress patterns in presented words (ie : same word presented with different stress patterns in both phases) ; xp 1 ; xp 2 with only ""new stress"" on words ; xp 3 has an only ""new stress"" word and an alternating stress word (so is within subject)",include,charts for means and SD,The influence of focusing stress on infants' recognition of words in fluent speech,http://bortfeld.psy.uconn.edu/wp-content/uploads/sites/558/2014/09/BortfeldMorgan_BUCLD2000.pdf,"Bortfeld, H.; Morgan, J.","Proceedings of the 24th Annual Boston University Conference on Language Development, Vols 1 and 2",,,,,,,,2000,
XWeg - 35,"Bortfeld, H., Morgan, J. L., Golinkoff, R. M., & Rathbun, K. (2005). Mommy and Me - Familiar names help launch babies into speech-stream segmentation. Psychological Science, 16(4), 298–304. http://doi.org/10.1111/j.0956-7976.2005.01531.x",database_search,no,x,,,,,,,Mommy and Me - Familiar names help launch babies into speech-stream segmentation,,"Bortfeld, H.; Morgan, J. L.; Golinkoff, R. M.; Rathbun, K.",Psychological Science,,,,10.1111/j.0956-7976.2005.01531.x,,,,2005,
XWeg - 36,"Bortfeld, H., Rathbun, K., Morgan, J., & Golinkoff, R. (2003). What’s in a name? Highly familiar items anchor infants’ segmentation of fluent speech. In B. Beachley, A. Brown, & F. Conlin (Eds.), Bucld 27: Annual Boston University Conference on Language Development, Vols 1 and 2, Proceedings (pp. 162–172).",database_search,no,x,,,,,,,What's in a name? Highly familiar items anchor infants' segmentation of fluent speech,,"Bortfeld, H.; Rathbun, K.; Morgan, J.; Golinkoff, R.","Bucld 27: Annual Boston University Conference on Language Development, Vols 1 and 2, Proceedings",,,,,,,,2003,
3 - WSeg,"Bortfeld, H., & Morgan, J. L. (2010). Is early word-form processing stress-full? How natural variability supports recognition. Cognitive Psychology, 60(4), 241–266. http://doi.org/10.1016/j.cogpsych.2010.01.002  ",database_search,yes,include,,,include,"word > speech ; English ; bisyllabic ; variation of stress patterns for each presented word is xp 2a ; xp 2b with no variation in stress type for each word ; xp 3 has an only ""new stress"" word and an alternating stress word (so is within subject)",,,Is early word-form processing stress-full? How natural variability supports recognition,http://ac.els-cdn.com.gate3.inist.fr/S0010028510000034/1-s2.0-S0010028510000034-main.pdf?_tid=e6e8e664-01ba-11e6-b492-00000aacb362&acdnat=1460581473_552fbd3a62f7fc4f7d396cd24d75dd43,"Bortfeld, Heather; Morgan, James L.",Cognitive Psychology,,,,10.1016/j.cogpsych.2010.01.002,,,,2010,
XWeg - 37,"Bosch, L., & Sebastian-Galles, N. (1997). Native-language recognition abilities in 4-month-old infants from monolingual and bilingual environments. Cognition, 65(1), 33–69. http://doi.org/10.1016/S0010-0277(97)00040-1",database_search,yes,x,,,,,,,Native-language recognition abilities in 4-month-old infants from monolingual and bilingual environments,,"Bosch, L.; Sebastian-Galles, N.",Cognition,,,,10.1016/S0010-0277(97)00040-1,,,,1997,
XWeg - 38,"Bosch, L., & Sebastian-Galles, N. (2001). Early language discrimination capacities in infants from bilingual environments. (M. Almgren, A. Barrena, M. J. Ezeizabarrena, I. Idiazabal, & B. MacWhinney, Eds.).",database_search,yes,x,,,,,,,Early language discrimination capacities in infants from bilingual environments,,"Bosch, L.; Sebastian-Galles, N.",,,,,,,,,2001,
XWeg - 39,"Bosch, L., & Sebastian-Galles, N. (2003). Simultaneous bilingualism and the perception of a language-specific vowel contrast in the first year of life. Language and Speech, 46, 217–243. ",database_search,yes,include,,,exclude,no fluent speech,,,Simultaneous bilingualism and the perception of a language-specific vowel contrast in the first year of life,http://las.sagepub.com/content/46/2-3/217.full.pdf+html,"Bosch, L.; Sebastian-Galles, N.",Language and Speech,,,,,,,,2003,
3 - WSeg,"Bosch, L., Figueras, M., Teixido, M., & Ramon-Casas, M. (2013). Rapid gains in segmenting fluent speech when words match the rhythmic unit: evidence from infants acquiring syllable-timed languages. Frontiers in Psychology, 4, 106. http://doi.org/10.3389/fpsyg.2013.00106 ",database_search,yes,include,,,include,"speech > word ; Spanish ; bisyllabic ; xp 1, xp 2,  (3 groups of infants Spanish/Catalan/bilingual) ; xp 2 ",include,charts of means and SD,Rapid gains in segmenting fluent speech when words match the rhythmic unit: evidence from infants acquiring syllable-timed languages,http://journal.frontiersin.org/article/10.3389/fpsyg.2013.00106/full,"Bosch, Laura; Figueras, Melania; Teixido, Maria; Ramon-Casas, Marta",Frontiers in Psychology,,,,10.3389/fpsyg.2013.00106,,,,2013,
XWeg - 40,"Bosch, L., & Sebastian-Galles, N. (2001). Evidence of Early Language Discrimination Abilities in Infants From Bilingual Environments. Infancy, 2(1), 29–49. http://doi.org/10.1207/S15327078IN0201_3",database_search,yes,x,,,,,,,Evidence of Early Language Discrimination Abilities in Infants From Bilingual Environments,,"Bosch, Laura; Sebastian-Galles, Nuria",Infancy,,,,10.1207/S15327078IN0201_3,,,,2001,
XWeg - 41,"Bosch, L. (2011). Precursors to language in preterm infants: Speech perception abilities in the first year of life. In O. Braddick, J. Atkinson, & G. M. Innocenti (Eds.), Gene Expression to Neurobiology and Behavior: Human Brain Development and Developmental Disorders (Vol. 189, pp. 239–257). ",database_search,yes,x,,,,,,,Precursors to language in preterm infants: Speech perception abilities in the first year of life,,"Bosch, Laura",Gene Expression to Neurobiology and Behavior: Human Brain Development and Developmental Disorders,,,,,,,,2011,
XWeg - 42,"Brent, M. R., & Cartwright, T. A. (1996). Distributional regularity and phonotactic constraints are useful for segmentation. Cognition, 61(1-2), 93–125. http://doi.org/10.1016/S0010-0277(96)00719-6",database_search,yes,x,,,,,,,Distributional regularity and phonotactic constraints are useful for segmentation,,"Brent, M. R.; Cartwright, T. A.",Cognition,,,,10.1016/S0010-0277(96)00719-6,,,,1996,
XWeg - 43,"Brent, M. R., & Siskind, J. M. (2001). The role of exposure to isolated words in early vocabulary development. Cognition, 81(2), B33–B44. http://doi.org/10.1016/S0010-0277(01)00122-6",database_search,yes,x,,,,,,,The role of exposure to isolated words in early vocabulary development,,"Brent, M. R.; Siskind, J. M.",Cognition,,,,10.1016/S0010-0277(01)00122-6,,,,2001,
XWeg - 44,"Brown, H., Weighall, A., Henderson, L. M., & Gaskell, M. G. (2012). Enhanced recognition and recall of new words in 7-and 12-year-olds following a period of offline consolidation. Journal of Experimental Child Psychology, 112(1), 56–72. http://doi.org/10.1016/j.jecp.2011.11.010",database_search,yes,x,,,,,,,Enhanced recognition and recall of new words in 7-and 12-year-olds following a period of offline consolidation,,"Brown, Helen; Weighall, Anna; Henderson, Lisa M.; Gaskell, M. Gareth",Journal of Experimental Child Psychology,,,,10.1016/j.jecp.2011.11.010,,,,2012,
XWeg - 45,"Bucci, W. (2012). IS THERE LANGUAGE DISCONNECTED FROM SENSORY/BODILY EXPERIENCE IN SPEECH. Journal of the American Psychoanalytic Association, 60(2), 275–285. http://doi.org/10.1177/0003065112441366",database_search,no,x,,,,,,,IS THERE LANGUAGE DISCONNECTED FROM SENSORY/BODILY EXPERIENCE IN SPEECH,,"Bucci, Wilma",Journal of the American Psychoanalytic Association,,,,10.1177/0003065112441366,,,,2012,
XWeg - 46,"Butler, J., Floccia, C., Goslin, J., & Panneton, R. (2011). Infants’ Discrimination of Familiar and Unfamiliar Accents in Speech. Infancy, 16(4), 392–417. http://doi.org/10.1111/j.1532-7078.2010.00050.x",database_search,yes,x,,,,,,,Infants' Discrimination of Familiar and Unfamiliar Accents in Speech,,"Butler, Joseph; Floccia, Caroline; Goslin, Jeremy; Panneton, Robin",Infancy,,,,10.1111/j.1532-7078.2010.00050.x,,,,2011,
XWeg - 47,"Cameron-Faulkner, T., Lieven, E., & Tomasello, M. (2003). A construction based analysis of child directed speech. Cognitive Science, 27(6), 843–873. http://doi.org/10.1016/j.cogsci.2003.06.001",database_search,yes,x,,,,,,,A construction based analysis of child directed speech,,"Cameron-Faulkner, T.; Lieven, E.; Tomasello, M.",Cognitive Science,,,,10.1016/j.cogsci.2003.06.001,,,,2003,
XWeg - 48,"Cartwright, T. A., & Brent, M. R. (1997). Syntactic categorization in early language acquisition: Formalizing the role of distributional analysis. Cognition, 63(2), 121–170. http://doi.org/10.1016/S0010-0277(96)00793-7",database_search,no,x,,,,,,,Syntactic categorization in early language acquisition: Formalizing the role of distributional analysis,,"Cartwright, T. A.; Brent, M. R.",Cognition,,,,10.1016/S0010-0277(96)00793-7,,,,1997,
XWeg - 49,"Chapman, R. S. (2000). Children’s language learning: An interactionist perspective. Journal of Child Psychology and Psychiatry, 41(1), 33–54. http://doi.org/10.1017/S0021963099004953",database_search,yes,x,,,,,,,Children's language learning: An interactionist perspective,,"Chapman, R. S.",Journal of Child Psychology and Psychiatry,,,,10.1017/S0021963099004953,,,,2000,
XWeg - 50,"Chauhan, A., & Lopes, L. S. (2011). Using spoken words to guide open-ended category formation. Cognitive Processing, 12(4), 341–354. http://doi.org/10.1007/s10339-011-0407-y",database_search,no,x,,,,,,,Using spoken words to guide open-ended category formation,,"Chauhan, Aneesh; Lopes, Luis Seabra",Cognitive Processing,,,,10.1007/s10339-011-0407-y,,,,2011,
XWeg - 51,"Choi, Y., & Mazuka, R. (2003). Young children’s use of prosody in sentence parsing. Journal of Psycholinguistic Research, 32(2), 197–217. http://doi.org/10.1023/A:1022400424874",database_search,yes,x,,,,,,,Young children's use of prosody in sentence parsing,,"Choi, Y.; Mazuka, R.",Journal of Psycholinguistic Research,,,,10.1023/A:1022400424874,,,,2003,
XWeg - 52,"Christophe, A., & Dupoux, E. (1996). Bootstrapping lexical acquisition: The role of prosodic structure. Linguistic Review, 13(3-4), 383–412. http://doi.org/10.1515/tlir.1996.13.3-4.383",database_search,yes,include,,,exclude,measures sucking and not HPP,,,Bootstrapping lexical acquisition: The role of prosodic structure,http://www.degruyter.com/dg/viewarticle.fullcontentlink:pdfeventlink/$002fj$002ftlir.1996.13.issue-3-4$002ftlir.1996.13.3-4.383$002ftlir.1996.13.3-4.383.pdf/tlir.1996.13.3-4.383.pdf?t:ac=j$002ftlir.1996.13.issue-3-4$002ftlir.1996.13.3-4.383$002ftlir.1996.13.3-4.383.xml,"Christophe, A.; Dupoux, E.",Linguistic Review,,,,10.1515/tlir.1996.13.3-4.383,,,,1996,
XWeg - 53,"Christophe, A., Gout, A., Peperkamp, S., & Morgan, J. (2003). Discovering words in the continuous speech stream: the role of prosody. Journal of Phonetics, 31(3-4), 585–598. http://doi.org/10.1016/S0095-4470(03)00040-8",database_search,yes,x,,,,,,,Discovering words in the continuous speech stream: the role of prosody,,"Christophe, A.; Gout, A.; Peperkamp, S.; Morgan, J.",Journal of Phonetics,,,,10.1016/S0095-4470(03)00040-8,,,,2003,
XWeg - 54,"Christophe, A., Mehler, J., & Sebastian-Galles, N. (2001). Perception of Prosodic Boundary Correlates by Newborn Infants. Infancy, 2(3), 385–394. http://doi.org/10.1207/S15327078IN0203_6",database_search,yes,x,,,,,,,Perception of Prosodic Boundary Correlates by Newborn Infants,,"Christophe, Anne; Mehler, Jacques; Sebastian-Galles, Nuria",Infancy,,,,10.1207/S15327078IN0203_6,,,,2001,
