UniqueID,Bibliographical_reference,Source,Abstract_retrieved,Screening_decision,Fulltext_retrieved,Notes_fulltext_retrieved_status,Eligibility_decision,Notes_eligibility_decision,Quantitative_MA_Decision,Notes_quantitative_MA_Decision,Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers (DOI),Db,EntrezUID,Properties,Year,PubmedLink
XFBl - 13,"Apperly, I. A., Samson, D., Carroll, N., Hussain, S., & Humphreys, G. (2006). Intact first- and second-order false belief reasoning in a patient with severely impaired grammar. Social Neuroscience, 1(3-4), 334–348. http://doi.org/10.1080/17470910601038693 ",database_search,no,x,,,,,,,Intact first- and second-order false belief reasoning in a patient with severely impaired grammar,,"Apperly, Ian A.; Samson, Dana; Carroll, Naomi; Hussain, Shazia; Humphreys, Glyn",Social Neuroscience,,,,10.1080/17470910601038693,,,,2006,
XFBl - 14,"Apperly, I. A., Samson, D., & Humphreys, G. W. (2009). Studies of Adults Can Inform Accounts of Theory of Mind Development. Developmental Psychology, 45(1), 190–201. http://doi.org/10.1037/a0014098 ",database_search,no,x,,,,,,,Studies of Adults Can Inform Accounts of Theory of Mind Development,,"Apperly, Ian A.; Samson, Dana; Humphreys, Glyn W.",Developmental Psychology,,,,10.1037/a0014098,,,,2009,
XFBl - 15,"Apperly, I. A. (2009). Alternative routes to perspective-taking: Imagination and rule-use may be better than simulation and theorising. British Journal of Developmental Psychology, 27, 545–553. http://doi.org/10.1348/026151008X400841 ",database_search,no,x,,,,,,,Alternative routes to perspective-taking: Imagination and rule-use may be better than simulation and theorising,,"Apperly, Ian A.",British Journal of Developmental Psychology,,,,10.1348/026151008X400841,,,,2009,
XFBl - 16,"Apperly, I. A. (2012). What is “theory of mind”? Concepts, cognitive processes and individual differences. Quarterly Journal of Experimental Psychology, 65(5), 825–839. http://doi.org/10.1080/17470218.2012.676055 ",database_search,no,x,,,,,,,"What is ""theory of mind""? Concepts, cognitive processes and individual differences",,"Apperly, Ian A.",Quarterly Journal of Experimental Psychology,,,,10.1080/17470218.2012.676055,,,,2012,
XFBl - 17,"Araya, K., Araya, C., Chaigneau, S. E., Martinez, L., & Castillo, R. D. (2009). The influence of controlled processes reasoning with Theory of Mind (ToM) in children with and without intellectual disabilities. Revista Latinoamericana De Psicologia, 41(2), 197–211.",database_search,no,x,,,,,,,The influence of controlled processes reasoning with Theory of Mind (ToM) in children with and without intellectual disabilities,,"Araya, Katherine; Araya, Carla; Chaigneau, Sergio E.; Martinez, Luis; Castillo, Ramon D.",Revista Latinoamericana De Psicologia,,,,,,,,2009,
XFBl - 18,"Arunachalam, S., & Waxman, S. R. (2010). Language and conceptual development. Wiley Interdisciplinary Reviews-Cognitive Science, 1(4), 548–558. http://doi.org/10.1002/wcs.37",database_search,no,x,,,,,,,Language and conceptual development,,"Arunachalam, Sudha; Waxman, Sandra R.",Wiley Interdisciplinary Reviews-Cognitive Science,,,,10.1002/wcs.37,,,,2010,
XFBl - 19,"Augusti, E.-M., Melinder, A., & Gredeback, G. (2010). Look who’s talking: pre-verbal infants’ perception of face-to-face and back-to-back social interactions. Frontiers in Psychology, 1, 161. http://doi.org/10.3389/fpsyg.2010.00161",database_search,no,x,,,,,,,Look who's talking: pre-verbal infants' perception of face-to-face and back-to-back social interactions,,"Augusti, Else-Marie; Melinder, Annika; Gredeback, Gustaf",Frontiers in Psychology,,,,10.3389/fpsyg.2010.00161,,,,2010,
XFBl - 20,"Bach, T. (2011). Structure-mapping: Directions from simulation to theory. Philosophical Psychology, 24(1), 23–51. http://doi.org/10.1080/09515089.2010.533261",database_search,no,x,,,,,,,Structure-mapping: Directions from simulation to theory,,"Bach, Theodore",Philosophical Psychology,,,,10.1080/09515089.2010.533261,,,,2011,
XFBl - 21,"Back, E., & Apperly, I. A. (2010). Two sources of evidence on the non-automaticity of true and false belief ascription. Cognition, 115(1), 54–70. http://doi.org/10.1016/j.cognition.2009.11.008",database_search,yes,x,,,,,,,Two sources of evidence on the non-automaticity of true and false belief ascription,,"Back, Elisa; Apperly, Ian A.",Cognition,,,,10.1016/j.cognition.2009.11.008,,,,2010,
XFBl - 22,"Baillargeon, R., Scott, R. M., & He, Z. (2010). False-belief understanding in infants. Trends in Cognitive Sciences, 14(3), 110–118. http://doi.org/10.1016/j.tics.2009.12.006",database_search,yes,x,,,,,,,False-belief understanding in infants,,"Baillargeon, Rene; Scott, Rose M.; He, Zijing",Trends in Cognitive Sciences,,,,10.1016/j.tics.2009.12.006,,,,2010,
XFBl - 23,"Baillargeon, R., Scott, R. M., & Bian, L. (2016). Psychological Reasoning in Infancy. In S. T. Fiske (Ed.), Annual Review of Psychology, Vol 67 (Vol. 67, pp. 159–186). ",database_search,yes,x,,,,,,,Psychological Reasoning in Infancy,,"Baillargeon, Renee; Scott, Rose M.; Bian, Lin","Annual Review of Psychology, Vol 67",,,,,,,,2016,
XFBl - 24,"Balas, B., Kanwisher, N., & Saxe, R. (2012). Thin-slice perception develops slowly. Journal of Experimental Child Psychology, 112(2), 257–264. http://doi.org/10.1016/j.jecp.2012.01.002",database_search,yes,x,,,,,,,Thin-slice perception develops slowly,,"Balas, Benjamin; Kanwisher, Nancy; Saxe, Rebecca",Journal of Experimental Child Psychology,,,,10.1016/j.jecp.2012.01.002,,,,2012,
XFBl - 25,"Barrett, H. C., Broesch, T., Scott, R. M., He, Z., Baillargeon, R., Wu, D., … Laurence, S. (2013). Early false-belief understanding in traditional non-Western societies. Proceedings of the Royal Society B-Biological Sciences, 280(1755), 20122654. http://doi.org/10.1098/rspb.2012.2654",database_search,yes,include,yes,,exclude,children older than 25 months old,,,Early false-belief understanding in traditional non-Western societies,http://rspb.royalsocietypublishing.org/content/280/1755/20122654,"Barrett, H. Clark; Broesch, Tanya; Scott, Rose M.; He, Zijing; Baillargeon, Renee; Wu, Di; Bolz, Matthias; Henrich, Joseph; Setoh, Peipei; Wang, Jianxin; Laurence, Stephen",Proceedings of the Royal Society B-Biological Sciences,,,,10.1098/rspb.2012.2654,,,,2013,
XFBl - 26,"Barrouillet, P. (2015). Theories of cognitive development: From Piaget to today. Developmental Review, 38, 1–12. http://doi.org/10.1016/j.dr.2015.07.004",database_search,no,x,,,,,,,Theories of cognitive development: From Piaget to today,,"Barrouillet, Pierre",Developmental Review,,,,10.1016/j.dr.2015.07.004,,,,2015,
XFBl - 27,"Bartsch, K., Young, T. N., & Estes, D. (2014). WHAT YOUNG CHILDREN KNOW ABOUT GETTING A BETTER IDEA Devil in the Details. (O. N. Saracho, Ed.).",database_search,no,x,,,,,,,WHAT YOUNG CHILDREN KNOW ABOUT GETTING A BETTER IDEA Devil in the Details,,"Bartsch, Karen; Young, Tess N.; Estes, David",,,,,,,,,2014,
XFBl - 28,"Beazley, S., & Chilton, H. (2015). The Voice of the Practitioner: Sharing Fiction Books to Support the Understanding of Theory of Mind in Deaf Children. Deafness & Education International, 17(4), 231–240. http://doi.org/10.1179/1557069X15Y.0000000010",database_search,no,x,,,,,,,The Voice of the Practitioner: Sharing Fiction Books to Support the Understanding of Theory of Mind in Deaf Children,,"Beazley, S.; Chilton, H.",Deafness & Education International,,,,10.1179/1557069X15Y.0000000010,,,,2015,
XFBl - 29,"Beier, J. S., & Carey, S. (2014). Contingency Is Not Enough: Social Context Guides Third-Party Attributions of Intentional Agency. Developmental Psychology, 50(3), 889–902. http://doi.org/10.1037/a0034171",database_search,yes,x,,,,,,,Contingency Is Not Enough: Social Context Guides Third-Party Attributions of Intentional Agency,,"Beier, Jonathan S.; Carey, Susan",Developmental Psychology,,,,10.1037/a0034171,,,,2014,
XFBl - 30,"Bejarano, T. (2011). Becoming Human From pointing gestures to syntax Introduction. In Becoming Human: From Pointing Gestures to Syntax (Vol. 81, p. 1–+).",database_search,,,,,,,,,Becoming Human From pointing gestures to syntax Introduction,,"Bejarano, Teresa",Becoming Human: From Pointing Gestures to Syntax,,,,,,,,2011,
XFBl - 31,"Bellagamba, F., Laghi, F., Lonigro, A., Pace, C. S., & Longobardi, E. (2014). Concurrent relations between inhibitory control, vocabulary and internal state language in 18- and 24-month-old Italian-speaking infants. European Journal of Developmental Psychology, 11(4), 420–432. http://doi.org/10.1080/17405629.2013.848164",database_search,no,x,,,,,,,"Concurrent relations between inhibitory control, vocabulary and internal state language in 18- and 24-month-old Italian-speaking infants",,"Bellagamba, Francesca; Laghi, Fiorenzo; Lonigro, Antonia; Pace, Cecilia Serena; Longobardi, Emiddia",European Journal of Developmental Psychology,,,,10.1080/17405629.2013.848164,,,,2014,
XFBl - 32,"Benavides Delgado, J., & Roncancio Moreno, M. (2009). Conceptos de desarrollo en estudios sobre Teoría de la Mente en las últimas tres décadas. Avances En Psicología Latinoamericana, 27(2), 197–310.",database_search,no,x,,,,,,,Conceptos de desarrollo en estudios sobre Teoría de la Mente en las últimas tres décadas,,"Benavides Delgado, Jacqueline; Roncancio Moreno, Mónica",Avances en Psicología Latinoamericana,,,,,,,,2009,
XFBl - 33,"BENAVIDES DELGADO, J., & RONCANCIO MORENO, M. (2011). TRES DEBATES FUNDAMENTALES EN EL CAMPO DE LA TEORÍA DE LA MENTE: ASPECTOS TEÓRICOS Y METODOLÓGICOS. Acta Colombiana de Psicología, 14(1), 109–118. ",database_search,no,x,,,,,,,TRES DEBATES FUNDAMENTALES EN EL CAMPO DE LA TEORÍA DE LA MENTE: ASPECTOS TEÓRICOS Y METODOLÓGICOS,,"BENAVIDES DELGADO, JACQUELINE; RONCANCIO MORENO, MÓNICA",Acta Colombiana de Psicología,,,,,,,,2011,
XFBl - 34,"Benavides Delgado, J. (2010). ¿Engañan los niños antes de los 3 años? Una perspectiva desde el desarrollo de la teoría de la mente. Psicología Desde El Caribe, (26), 142–155. ",database_search,no,x,,,,,,,¿Engañan los niños antes de los 3 años? Una perspectiva desde el desarrollo de la teoría de la mente,,"Benavides Delgado, Jacqueline",Psicología desde el Caribe,,,,,,,,2010,
XFBl - 35,"Benigno, J. P., & Farrar, M. J. (2012). Determinants of Joint Attention in Young Siblings’ Play. Infant and Child Development, 21(2), 160–174. http://doi.org/10.1002/icd.743",database_search,no,x,,,,,,,Determinants of Joint Attention in Young Siblings' Play,,"Benigno, Joann P.; Farrar, M. Jeffrey",Infant and Child Development,,,,10.1002/icd.743,,,,2012,
XFBl - 36,"Benson, J. E., Sabbagh, M. A., Carlson, S. M., & Zelazo, P. D. (2013). Individual Differences in Executive Functioning Predict Preschoolers’ Improvement From Theory-of-Mind Training. Developmental Psychology, 49(9), 1615–1627. http://doi.org/10.1037/a0031056",database_search,no,x,,,,,,,Individual Differences in Executive Functioning Predict Preschoolers' Improvement From Theory-of-Mind Training,,"Benson, Jeannette E.; Sabbagh, Mark A.; Carlson, Stephanie M.; Zelazo, Philip David",Developmental Psychology,,,,10.1037/a0031056,,,,2013,
XFBl - 37,"Berger, F., Mueller, A., Hoehle, B., & Weisseenborn, J. (2007). German 4-year-olds’ comprehension of sentences containing the focus particle auch (’also’): Evidence from eye-tracking. (H. CanutNulton, S. Kulatilake, & I. H. Woo, Eds.).",database_search,no,x,,,,,,,German 4-year-olds' comprehension of sentences containing the focus particle auch ('also'): Evidence from eye-tracking,,"Berger, Frauke; Mueller, Anja; Hoehle, Barbara; Weisseenborn, Juergen",,,,,,,,,2007,
XFBl - 38,"Berman, J. M. J., Chambers, C. G., & Graham, S. A. (2016). Preschoolers’ real-time coordination of vocal and facial emotional information. Journal of Experimental Child Psychology, 142, 391–399. http://doi.org/10.1016/j.jecp.2015.09.014",database_search,no,x,,,,,,,Preschoolers' real-time coordination of vocal and facial emotional information,,"Berman, Jared M. J.; Chambers, Craig G.; Graham, Susan A.",Journal of Experimental Child Psychology,,,,10.1016/j.jecp.2015.09.014,,,,2016,
XFBl - 39,"Bernard, S., Mercier, H., & Clement, F. (2012). The power of well-connected arguments: Early sensitivity to the connective because. Journal of Experimental Child Psychology, 111(1), 128–135. http://doi.org/10.1016/j.jecp.2011.07.003",database_search,no,x,,,,,,,The power of well-connected arguments: Early sensitivity to the connective because,,"Bernard, Stephane; Mercier, Hugo; Clement, Fabrice",Journal of Experimental Child Psychology,,,,10.1016/j.jecp.2011.07.003,,,,2012,
XFBl - 40,"Bernard, S., Proust, J., & Clement, F. (2015). Procedural Metacognition and False Belief Understanding in 3-to 5-Year-Old Children. Plos One, 10(10), e0141321. http://doi.org/10.1371/journal.pone.0141321",database_search,no,x,,,,,,,Procedural Metacognition and False Belief Understanding in 3-to 5-Year-Old Children,,"Bernard, Stephane; Proust, Joelle; Clement, Fabrice",Plos One,,,,10.1371/journal.pone.0141321,,,,2015,
XFBl - 41,"Berthiaume, V. G., Shultz, T. R., & Onishi, K. H. (2013). A constructivist connectionist model of transitions on false-belief tasks. Cognition, 126(3), 441–458. http://doi.org/10.1016/j.cognition.2012.11.005",database_search,yes,x,,,,,,,A constructivist connectionist model of transitions on false-belief tasks,,"Berthiaume, Vincent G.; Shultz, Thomas R.; Onishi, Kristine H.",Cognition,,,,10.1016/j.cognition.2012.11.005,,,,2013,
XFBl - 42,"Bignetti, E. (2014). The functional role of free-will illusion in cognition: “The Bignetti Model.” Cognitive Systems Research, 31-32, 45–60. http://doi.org/10.1016/j.cogsys.2014.04.001",database_search,no,x,,,,,,,"The functional role of free-will illusion in cognition: ""The Bignetti Model""",,"Bignetti, Enrico",Cognitive Systems Research,,,,10.1016/j.cogsys.2014.04.001,,,,2014,
XFBl - 43,"Birch, S. A. J., & Bloom, P. (2007). The curse of knowledge in reasoning about false beliefs. Psychological Science, 18(5), 382–386. http://doi.org/10.1111/j.1467-9280.2007.01909.x",database_search,yes,x,,,,,,,The curse of knowledge in reasoning about false beliefs,,"Birch, Susan A. J.; Bloom, Paul",Psychological Science,,,,10.1111/j.1467-9280.2007.01909.x,,,,2007,
XFBl - 44,"Biro, S., Alink, L. R. A., Huffmeijer, R., Bakermans-Kranenburg, M. J., & van IJzendoorn, M. H. (2015). Attachment and maternal sensitivity are related to infants’ monitoring of animated social interactions. Brain and Behavior, 5(12), e00410. http://doi.org/10.1002/brb3.410",database_search,no,x,,,,,,,Attachment and maternal sensitivity are related to infants' monitoring of animated social interactions,,"Biro, Szilvia; Alink, Lenneke R. A.; Huffmeijer, Renske; Bakermans-Kranenburg, Marian J.; van IJzendoorn, Marinus H.",Brain and Behavior,,,,10.1002/brb3.410,,,,2015,
XFBl - 45,"Biro, S., & Hommel, B. (2007). Becoming an intentional agent: Introduction to the special issue. Acta Psychologica, 124(1), 1–7. http://doi.org/10.1016/j.actpsy.2006.09.003",database_search,no,x,,,,,,,Becoming an intentional agent: Introduction to the special issue,,"Biro, Szilvia; Hommel, Bernhard",Acta Psychologica,,,,10.1016/j.actpsy.2006.09.003,,,,2007,
XFBl - 46,"Bischof-Koehler, D. (2012). Empathy and Self-Recognition in Phylogenetic and Ontogenetic Perspective. Emotion Review, 4(1), 40–48. http://doi.org/10.1177/1754073911421377",database_search,yes,x,,,,,,,Empathy and Self-Recognition in Phylogenetic and Ontogenetic Perspective,,"Bischof-Koehler, Doris",Emotion Review,,,,10.1177/1754073911421377,,,,2012,
XFBl - 47,"Black, P. (2006). Thrust to wholeness: The nature of self-protection. Review of General Psychology, 10(3), 191–209. http://doi.org/10.1037/1089-2680.10.3.191",database_search,no,x,,,,,,,Thrust to wholeness: The nature of self-protection,,"Black, Percy",Review of General Psychology,,,,10.1037/1089-2680.10.3.191,,,,2006,
XFBl - 48,"Blakemore, S.-J. (2008). The social brain in adolescence. Nature Reviews Neuroscience, 9(4), 267–277. http://doi.org/10.1038/nrn2353",database_search,no,x,,,,,,,The social brain in adolescence,,"Blakemore, Sarah-Jayne",Nature Reviews Neuroscience,,,,10.1038/nrn2353,,,,2008,
XFBl - 49,"Bonawitz, E. B., Ferranti, D., Saxe, R., Gopnik, A., Meltzoff, A. N., Woodward, J., & Schulz, L. E. (2010). Just do it? Investigating the gap between prediction and action in toddlers’ causal inferences. Cognition, 115(1), 104–117. http://doi.org/10.1016/j.cognition.2009.12.001",database_search,yes,x,,,,,,,Just do it? Investigating the gap between prediction and action in toddlers' causal inferences,,"Bonawitz, Elizabeth Baraff; Ferranti, Darlene; Saxe, Rebecca; Gopnik, Alison; Meltzoff, Andrew N.; Woodward, James; Schulz, Laura E.",Cognition,,,,10.1016/j.cognition.2009.12.001,,,,2010,
XFBl - 50,"Bosco, F. M., Gabbatore, I., & Tirassa, M. (2014). A broad assessment of theory of mind in adolescence: The complexity of mindreading. Consciousness and Cognition, 24, 84–97. http://doi.org/10.1016/j.concog.2014.01.003",database_search,no,x,,,,,,,A broad assessment of theory of mind in adolescence: The complexity of mindreading,,"Bosco, Francesca M.; Gabbatore, Ilaria; Tirassa, Maurizio",Consciousness and Cognition,,,,10.1016/j.concog.2014.01.003,,,,2014,
XFBl - 51,"Boucher, J. (2012). Putting theory of mind in its place: psychological explanations of the socio-emotional-communicative impairments in autistic spectrum disorder. Autism, 16(3), 226–246. http://doi.org/10.1177/1362361311430403",database_search,no,x,,,,,,,Putting theory of mind in its place: psychological explanations of the socio-emotional-communicative impairments in autistic spectrum disorder,,"Boucher, Jill",Autism,,,,10.1177/1362361311430403,,,,2012,
XFBl - 52,"Bowman, L. C., Liu, D., Meltzoff, A. N., & Wellman, H. M. (2012). Neural correlates of belief- and desire-reasoning in 7- and 8-year-old children: an event-related potential study. Developmental Science, 15(5), 618–632. http://doi.org/10.1111/j.1467-7687.2012.01158.x",database_search,no,x,,,,,,,Neural correlates of belief- and desire-reasoning in 7- and 8-year-old children: an event-related potential study,,"Bowman, Lindsay C.; Liu, David; Meltzoff, Andrew N.; Wellman, Henry M.",Developmental Science,,,,10.1111/j.1467-7687.2012.01158.x,,,,2012,
XFBl - 53,"Bowman, L. C., & Wellman, H. M. (2014). NEUROSCIENCE CONTRIBUTIONS TO CHILDHOOD THEORY OF MIND DEVELOPMENT. (O. N. Saracho, Ed.).",database_search,no,x,,,,,,,NEUROSCIENCE CONTRIBUTIONS TO CHILDHOOD THEORY OF MIND DEVELOPMENT,,"Bowman, Lindsay C.; Wellman, Henry M.",,,,,,,,,2014,
XFBl - 54,"Brinck, I., & Liljenfors, R. (2013). The Developmental Origin of Metacognition. Infant and Child Development, 22(1), 85–101. http://doi.org/10.1002/icd.1749",database_search,yes,x,,,,,,,The Developmental Origin of Metacognition,,"Brinck, Ingar; Liljenfors, Rikard",Infant and Child Development,,,,10.1002/icd.1749,,,,2013,
XFBl - 55,"Brincker, M. (2014). Navigating beyond “here & now” affordances-on sensorimotor maturation and “false belief” performance. Frontiers in Psychology, 5, 1433. http://doi.org/10.3389/fpsyg.2014.01433 ",database_search,yes,x,,,,,,,"Navigating beyond ""here & now"" affordances-on sensorimotor maturation and ""false belief"" performance",,"Brincker, Maria",Frontiers in Psychology,,,,10.3389/fpsyg.2014.01433,,,,2014,
XFBl - 56,"Brink, K. A., Lane, J. D., & Wellman, H. M. (2015). Developmental pathways for social understanding: linking social cognition to social contexts. Frontiers in Psychology, 6, 719. http://doi.org/10.3389/fpsyg.2015.00719",database_search,no,x,,,,,,,Developmental pathways for social understanding: linking social cognition to social contexts,,"Brink, Kimberly A.; Lane, Jonathan D.; Wellman, Henry M.",Frontiers in Psychology,,,,10.3389/fpsyg.2015.00719,,,,2015,
XFBl - 57,"Brosseau-Liard, P. E., & Birch, S. A. J. (2011). Epistemic States and Traits: Preschoolers Appreciate the Differential Informativeness of Situation-Specific and Person-Specific Cues to Knowledge. Child Development, 82(6), 1788–1796. http://doi.org/10.1111/j.1467-8624.2011.01662.x",database_search,no,x,,,,,,,Epistemic States and Traits: Preschoolers Appreciate the Differential Informativeness of Situation-Specific and Person-Specific Cues to Knowledge,,"Brosseau-Liard, Patricia E.; Birch, Susan A. J.",Child Development,,,,10.1111/j.1467-8624.2011.01662.x,,,,2011,
XFBl - 58,"Buckner, C., Shriver, A., Crowley, S., & Allen, C. (2009). How “weak” mindreaders inherited the earth. Behavioral and Brain Sciences, 32(2), 140–+. http://doi.org/10.1017/S0140525X09000570",database_search,yes,x,,,,,,,"How ""weak"" mindreaders inherited the earth",,"Buckner, Cameron; Shriver, Adam; Crowley, Stephen; Allen, Colin",Behavioral and Brain Sciences,,,,10.1017/S0140525X09000570,,,,2009,
XFBl - 59,"Bulgarelli, D., Testa, S., & Molina, P. (2015). Factorial structure of the ""ToM Storybooks’: A test evaluating multiple components of Theory of Mind. British Journal of Developmental Psychology, 33(2), 187–202. http://doi.org/10.1111/bjdp.12062",database_search,no,x,,,,,,,"Factorial structure of the ""ToM Storybooks': A test evaluating multiple components of Theory of Mind",,"Bulgarelli, Daniela; Testa, Silvia; Molina, Paola",British Journal of Developmental Psychology,,,,10.1111/bjdp.12062,,,,2015,
XFBl - 60,"Buon, M., Jacob, P., Loissel, E., & Dupoux, E. (2013). A non-mentalistic cause-based heuristic in human social evaluations. Cognition, 126(2), 149–155. http://doi.org/10.1016/j.cognition.2012.09.006",database_search,no,x,,,,,,,A non-mentalistic cause-based heuristic in human social evaluations,,"Buon, Marine; Jacob, Pierre; Loissel, Elsa; Dupoux, Emmanuel",Cognition,,,,10.1016/j.cognition.2012.09.006,,,,2013,
XFBl - 61,"Buon, M., Jacob, P., Margules, S., Brunet, I., Dutat, M., Cabrol, D., & Dupoux, E. (2014). Friend or Foe? Early Social Evaluation of Human Interactions. Plos One, 9(2), e88612. http://doi.org/10.1371/journal.pone.0088612",database_search,no,x,,,,,,,Friend or Foe? Early Social Evaluation of Human Interactions,,"Buon, Marine; Jacob, Pierre; Margules, Sylvie; Brunet, Isabelle; Dutat, Michel; Cabrol, Dominique; Dupoux, Emmanuel",Plos One,,,,10.1371/journal.pone.0088612,,,,2014,
XFBl - 62,"Buresh, J. S., & Woodward, A. L. (2007). Infants track action goals within and across agents. Cognition, 104(2), 287–314. http://doi.org/10.1016/j.cognition.2006.07.001",database_search,no,x,,,,,,,Infants track action goals within and across agents,,"Buresh, Jennifer Sootsman; Woodward, Amanda L.",Cognition,,,,10.1016/j.cognition.2006.07.001,,,,2007,
XFBl - 63,"Butler, L. P., & Tomasello, M. (2016). Two- and 3-year-olds integrate linguistic and pedagogical cues in guiding inductive generalization and exploration. Journal of Experimental Child Psychology, 145, 64–78. http://doi.org/10.1016/j.jecp.2015.12.001",database_search,no,x,,,,,,,Two- and 3-year-olds integrate linguistic and pedagogical cues in guiding inductive generalization and exploration,,"Butler, Lucas P.; Tomasello, Michael",Journal of Experimental Child Psychology,,,,10.1016/j.jecp.2015.12.001,,,,2016,
