UniqueID,Bibliographical_reference,Source,Abstract_retrieved,Screening_decision,Fulltext_retrieved,Notes_fulltext_retrieved_status,Eligibility_decision,Notes_eligibility_decision,Quantitative_MA_Decision,Notes_quantitative_MA_Decision,Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers (DOI),Db,EntrezUID,Properties,Year,PubmedLink
X - VisStats 10,"Aslin, R. N. (2014). Infant Learning: Historical, Conceptual, and Methodological Challenges. Infancy, 19(1), 2–27. http://doi.org/10.1111/infa.12036 ",database_search,yes,x,,,,,,,"Infant Learning: Historical, Conceptual, and Methodological Challenges",,"Aslin, Richard N.",Infancy,,,,10.1111/infa.12036,,,,2014,
X - VisStats 11,"Aslin, R. N., & Fiser, J. (2005). Methodological challenges for understanding cognitive development in infants. Trends in Cognitive Sciences, 9(3), 92–98. http://doi.org/10.1016/j.tics.2005.01.003 ",database_search,no,x,,,,,,,Methodological challenges for understanding cognitive development in infants,,"Aslin, R. N.; Fiser, J.",Trends in Cognitive Sciences,,,,10.1016/j.tics.2005.01.003,,,,2005,
X - VisStats 12,"Aslin, R. N. (2005). Object information, computational complexity, and constraints on action. In J. J. Rieser, J. J. Lockman, & C. A. Nelson (Eds.), Action as an Organizer of Learning and Development (Vol. 33, pp. 139–159). ",database_search,no,x,,,,,,,"Object information, computational complexity, and constraints on action",,"Aslin, R. N.",Action as an Organizer of Learning and Development,,,,,,,,2005,
X - VisStats 13,"Atkinson, M., Kirby, S., & Smith, K. (2015). Speaker Input Variability Does Not Explain Why Larger Populations Have Simpler Languages. Plos One, 10(6), e0129463. http://doi.org/10.1371/journal.pone.0129463",database_search,no,x,,,,,,,Speaker Input Variability Does Not Explain Why Larger Populations Have Simpler Languages,,"Atkinson, Mark; Kirby, Simon; Smith, Kenny",Plos One,,,,10.1371/journal.pone.0129463,,,,2015,
X - VisStats 14,"Austerweil, J. L., & Griffiths, T. L. (2011). A rational model of the effects of distributional information on feature learning. Cognitive Psychology, 63(4), 173–209. http://doi.org/10.1016/j.cogpsych.2011.08.002",database_search,no,x,,,,,,,A rational model of the effects of distributional information on feature learning,,"Austerweil, Joseph L.; Griffiths, Thomas L.",Cognitive Psychology,,,,10.1016/j.cogpsych.2011.08.002,,,,2011,
X - VisStats 15,"Baker, C. I., Olson, C. R., & Behrmann, M. (2004). Role of attention and perceptual grouping in visual statistical learning. Psychological Science, 15(7), 460–466. http://doi.org/10.1111/j.0956-7976.2004.00702.x",database_search,yes,x,,,,,,,Role of attention and perceptual grouping in visual statistical learning,,"Baker, C. I.; Olson, C. R.; Behrmann, M.",Psychological Science,,,,10.1111/j.0956-7976.2004.00702.x,,,,2004,
X - VisStats 16,"Barakat, B. K., Seitz, A. R., & Shams, L. (2013). The effect of statistical learning on internal stimulus representations: Predictable items are enhanced even when not predicted. Cognition, 129(2), 205–211. http://doi.org/10.1016/j.cognition.2013.07.003",database_search,yes,x,,,,,,,The effect of statistical learning on internal stimulus representations: Predictable items are enhanced even when not predicted,,"Barakat, Brandon K.; Seitz, Aaron R.; Shams, Ladan",Cognition,,,,10.1016/j.cognition.2013.07.003,,,,2013,
X - VisStats 17,"Barenholtz, E., & Tarr, M. J. (2011). Visual learning of statistical relations among nonadjacent features: Evidence for structural encoding. Visual Cognition, 19(4), 469–482. http://doi.org/10.1080/13506285.2011.552894",database_search,yes,x,,,,,,,Visual learning of statistical relations among nonadjacent features: Evidence for structural encoding,,"Barenholtz, Elan; Tarr, Michael J.",Visual Cognition,,,,10.1080/13506285.2011.552894,,,,2011,
X - VisStats 18,"Barrett, H. C. (2012). A hierarchical model of the evolution of human brain specializations. Proceedings of the National Academy of Sciences of the United States of America, 109, 10733–10740. http://doi.org/10.1073/pnas.1201898109",database_search,no,x,,,,,,,A hierarchical model of the evolution of human brain specializations,,"Barrett, H. Clark",Proceedings of the National Academy of Sciences of the United States of America,,,,10.1073/pnas.1201898109,,,,2012,
X - VisStats 19,"Barry, R. A., Estes, K. G., & Rivera, S. M. (2015). Domain general learning: Infants use social and non-social cues when learning object statistics. Frontiers in Psychology, 6, 551. http://doi.org/10.3389/fpsyg.2015.00551",database_search,yes,x,,,,,,,Domain general learning: Infants use social and non-social cues when learning object statistics,,"Barry, Ryan A.; Estes, Katharine Graf; Rivera, Susan M.",Frontiers in Psychology,,,,10.3389/fpsyg.2015.00551,,,,2015,
X - VisStats 20,"Bartolotti, J., Marian, V., Schroeder, S. R., & Shook, A. (2011). Bilingualism and inhibitory control influence statistical learning of novel word forms. Frontiers in Psychology, 2, 324. http://doi.org/10.3389/fpsyg.2011.00324",database_search,no,x,,,,,,,Bilingualism and inhibitory control influence statistical learning of novel word forms,,"Bartolotti, James; Marian, Viorica; Schroeder, Scott R.; Shook, Anthony",Frontiers in Psychology,,,,10.3389/fpsyg.2011.00324,,,,2011,
X - VisStats 21,"Batterink, L. J., Reber, P. J., Neville, H. J., & Paller, K. A. (2015). Implicit and explicit contributions to statistical learning. Journal of Memory and Language, 83, 62–78. http://doi.org/10.1016/j.jml.2015.04.004",database_search,yes,x,,,,,,,Implicit and explicit contributions to statistical learning,,"Batterink, Laura J.; Reber, Paul J.; Neville, Helen J.; Paller, Ken A.",Journal of Memory and Language,,,,10.1016/j.jml.2015.04.004,,,,2015,
X - VisStats 22,"Bavin, E. L. (2009). Introduction: perspectives on child language. Cambridge Handbook of Child Language, 1–+.",database_search,no,x,,,,,,,Introduction: perspectives on child language,,"Bavin, Edith L.",Cambridge Handbook of Child Language,,,,,,,,2009,
X - VisStats 23,"Beck, M. R., Angelone, B. L., Levin, D. T., Peterson, M. S., & Varakin, D. A. (2008). Implicit learning for probable changes in a visual change detection task. Consciousness and Cognition, 17(4), 1192–1208. http://doi.org/10.1016/j.concog.2008.06.011",database_search,yes,x,,,,,,,Implicit learning for probable changes in a visual change detection task,,"Beck, Melissa R.; Angelone, Bonnie L.; Levin, Daniel T.; Peterson, Matthew S.; Varakin, D. Alexander",Consciousness and Cognition,,,,10.1016/j.concog.2008.06.011,,,,2008,
X - VisStats 24,"Behrmann, M., Geng, J., & Baker, C. (2005). Acquisition of long-term visual representations: Psychological and neural mechanisms. (N. Ohta, C. M. MacLeod, & B. Uttl, Eds.).",database_search,no,x,,,,,,,Acquisition of long-term visual representations: Psychological and neural mechanisms,,"Behrmann, M.; Geng, J.; Baker, C.",,,,,,,,,2005,
X - VisStats 25,"Bello, A., Sparaci, L., Stefanini, S., Boria, S., Volterra, V., & Rizzolatti, G. (2014). A Developmental Study on Children’s Capacity to Ascribe Goals and Intentions to Others. Developmental Psychology, 50(2), 504–513. http://doi.org/10.1037/a0033375",database_search,no,x,,,,,,,A Developmental Study on Children's Capacity to Ascribe Goals and Intentions to Others,,"Bello, Arianna; Sparaci, Laura; Stefanini, Silvia; Boria, Sonia; Volterra, Virginia; Rizzolatti, Giacomo",Developmental Psychology,,,,10.1037/a0033375,,,,2014,
X - VisStats 26,"Bertels, J., Boursain, E., Destrebecqz, A., & Gaillard, V. (2015). Visual statistical learning in children and young adults: how implicit? Frontiers in Psychology, 5, 1541. http://doi.org/10.3389/fpsyg.2014.01541",database_search,yes,x,,,,,,,Visual statistical learning in children and young adults: how implicit?,,"Bertels, Julie; Boursain, Emeline; Destrebecqz, Arnaud; Gaillard, Vinciane",Frontiers in Psychology,,,,10.3389/fpsyg.2014.01541,,,,2015,
X - VisStats 27,"Bertels, J., Franco, A., & Destrebecqz, A. (2012). How Implicit Is Visual Statistical Learning? Journal of Experimental Psychology-Learning Memory and Cognition, 38(5), 1425–1431. http://doi.org/10.1037/a0027210",database_search,yes,x,,,,,,,How Implicit Is Visual Statistical Learning?,,"Bertels, Julie; Franco, Ana; Destrebecqz, Arnaud",Journal of Experimental Psychology-Learning Memory and Cognition,,,,10.1037/a0027210,,,,2012,
X - VisStats 28,"Bhatt, R. S., & Quinn, P. C. (2011). How Does Learning Impact Development in Infancy? The Case of Perceptual Organization. Infancy, 16(1), 2–38. http://doi.org/10.1111/j.1532-7078.2010.00048.x",database_search,yes,x,,,,,,,How Does Learning Impact Development in Infancy? The Case of Perceptual Organization,,"Bhatt, Ramesh S.; Quinn, Paul C.",Infancy,,,,10.1111/j.1532-7078.2010.00048.x,,,,2011,
X - VisStats 29,"Bonn, C. D., & Cantlon, J. F. (2012). The origins and structure of quantitative concepts. Cognitive Neuropsychology, 29(1-2), 149–173. http://doi.org/10.1080/02643294.2012.707122",database_search,no,x,,,,,,,The origins and structure of quantitative concepts,,"Bonn, Cory D.; Cantlon, Jessica F.",Cognitive Neuropsychology,,,,10.1080/02643294.2012.707122,,,,2012,
X - VisStats 30,"Bornstein, M. H., Mash, C., & Arterberry, M. E. (2011). Perception of Object-Context Relations: Eye-Movement Analyses in Infants and Adults. Developmental Psychology, 47(2), 364–375. http://doi.org/10.1037/a0021059",database_search,yes,x,,,,,,,Perception of Object-Context Relations: Eye-Movement Analyses in Infants and Adults,,"Bornstein, Marc H.; Mash, Clay; Arterberry, Martha E.",Developmental Psychology,,,,10.1037/a0021059,,,,2011,
X - VisStats 31,"Brand, R. J., Hollenbeck, E., & Kominsky, J. F. (2013). Mothers’ Infant-Directed Gaze During Object Demonstration Highlights Action Boundaries and Goals. Ieee Transactions on Autonomous Mental Development, 5(3), 192–201. http://doi.org/10.1109/TAMD.2013.2273057",database_search,no,x,,,,,,,Mothers' Infant-Directed Gaze During Object Demonstration Highlights Action Boundaries and Goals,,"Brand, Rebecca J.; Hollenbeck, Emily; Kominsky, Jonathan F.",Ieee Transactions on Autonomous Mental Development,,,,10.1109/TAMD.2013.2273057,,,,2013,
X - VisStats 32,"Brand, R. J., McGee, A., Kominsky, J. E., Briggs, K., Gruneisen, A., & Orbach, T. (2009). Repetition in infant-directed action depends on the goal structure of the object Evidence for statistical regularities. Gesture, 9(3), 337–353. http://doi.org/10.1075/gest.9.3.04bra",database_search,yes,x,,,,,,,Repetition in infant-directed action depends on the goal structure of the object Evidence for statistical regularities,,"Brand, Rebecca J.; McGee, Anna; Kominsky, Jonathan E.; Briggs, Kristen; Gruneisen, Aline; Orbach, Tessa",Gesture,,,,10.1075/gest.9.3.04bra,,,,2009,
X - VisStats 33,"Brand, R. J., & Tapscott, S. (2007). Acoustic packaging of action sequences by infants. Infancy, 11(3), 321–332.",database_search,no,x,,,,,,,Acoustic packaging of action sequences by infants,,"Brand, Rebecca J.; Tapscott, Stephanie",Infancy,,,,,,,,2007,
X - VisStats 34,"Breitenstein, C., & Knecht, S. (2003). Language acquisition and statistical learning. Nervenarzt, 74(2), 133–+. http://doi.org/10.1007/s00115-002-1466-1",database_search,no,x,,,,,,,Language acquisition and statistical learning,,"Breitenstein, C.; Knecht, S.",Nervenarzt,,,,10.1007/s00115-002-1466-1,,,,2003,
X - VisStats 35,"Britt, A. E., Mirman, D., Kornilov, S. A., & Magnuson, J. S. (2014). Effect of repetition proportion on language-driven anticipatory eye movements. Acta Psychologica, 145, 128–138. http://doi.org/10.1016/j.actpsy.2013.10.004",database_search,no,x,,,,,,,Effect of repetition proportion on language-driven anticipatory eye movements,,"Britt, Allison E.; Mirman, Daniel; Kornilov, Sergey A.; Magnuson, James S.",Acta Psychologica,,,,10.1016/j.actpsy.2013.10.004,,,,2014,
X - VisStats 36,"Brockmole, J. R., & Vo, M. L.-H. (2010). Semantic memory for contextual regularities within and across scene categories: Evidence from eye movements. Attention Perception & Psychophysics, 72(7), 1803–1813. http://doi.org/10.3758/APP.72.7.1803",database_search,no,x,,,,,,,Semantic memory for contextual regularities within and across scene categories: Evidence from eye movements,,"Brockmole, James R.; Vo, Melissa Le-Hoa",Attention Perception & Psychophysics,,,,10.3758/APP.72.7.1803,,,,2010,
X - VisStats 37,"Bruhn, P. (2013). Emergence of spontaneous anticipatory hand movements in a probabilistic environment. Advances in Cognitive Psychology, 9(2), 62–73. http://doi.org/10.5709/acp-0132-y",database_search,no,x,,,,,,,Emergence of spontaneous anticipatory hand movements in a probabilistic environment,,"Bruhn, Pernille",Advances in Cognitive Psychology,,,,10.5709/acp-0132-y,,,,2013,
X - VisStats 38,"Buchanan, D. W., & Sobel, D. M. (2011). Mechanism-Based Causal Reasoning in Young Children. Child Development, 82(6), 2053–2066. http://doi.org/10.1111/j.1467-8624.2011.01646.x",database_search,no,x,,,,,,,Mechanism-Based Causal Reasoning in Young Children,,"Buchanan, David W.; Sobel, David M.",Child Development,,,,10.1111/j.1467-8624.2011.01646.x,,,,2011,
X - VisStats 39,"Buchsbaum, D., Gopnik, A., Griffiths, T. L., & Shafto, P. (2011). Children’s imitation of causal action sequences is influenced by statistical and pedagogical evidence. Cognition, 120(3), 331–340. http://doi.org/10.1016/j.cognition.2010.12.001",database_search,no,x,,,,,,,Children's imitation of causal action sequences is influenced by statistical and pedagogical evidence,,"Buchsbaum, Daphna; Gopnik, Alison; Griffiths, Thomas L.; Shafto, Patrick",Cognition,,,,10.1016/j.cognition.2010.12.001,,,,2011,
X - VisStats 40,"Buchsbaum, D., Griffiths, T. L., Plunkett, D., Gopnik, A., & Baldwin, D. (2015). Inferring action structure and causal relationships in continuous sequences of human action. Cognitive Psychology, 76, 30–77. http://doi.org/10.1016/j.cogpsych.2014.10.001",database_search,no,x,,,,,,,Inferring action structure and causal relationships in continuous sequences of human action,,"Buchsbaum, Daphna; Griffiths, Thomas L.; Plunkett, Dillon; Gopnik, Alison; Baldwin, Dare",Cognitive Psychology,,,,10.1016/j.cogpsych.2014.10.001,,,,2015,
1 - VisStats,"Bulf, H., Johnson, S. P., & Valenza, E. (2011). Visual statistical learning in the newborn infant. Cognition, 121(1), 127–132. http://doi.org/10.1016/j.cognition.2011.06.010",database_search,yes,include,yes,,include,xp 1,include,charts means and SD provided,Visual statistical learning in the newborn infant,http://www.sciencedirect.com.gate3.inist.fr/science/article/pii/S0010027711001697,"Bulf, Hermann; Johnson, Scott P.; Valenza, Eloisa",Cognition,,,,10.1016/j.cognition.2011.06.010,,,,2011,
X - VisStats 41,"Casey, B. J., Amso, D., & Davidson, M. C. (2006). Learning about learning and development with modern imaging technology. In Y. Munakata & M. H. Johnson (Eds.), Processes of Change in Brain and Cognitive Development: Attention and Performance Xxi (pp. 513–533).",database_search,no,x,,,,,,,Learning about learning and development with modern imaging technology,,"Casey, B. J.; Amso, Dima; Davidson, Matthew C.",Processes of Change in Brain and Cognitive Development: Attention and Performance Xxi,,,,,,,,2006,
X - VisStats 42,"Casey, B. J., Davidson, M. C., Hara, Y., Thomas, K. M., Martinez, A., Galvan, A., … Tottenham, N. (2004). Early development of subcortical regions involved in non-cued attention switching. Developmental Science, 7(5), 534–542. http://doi.org/10.1111/j.1467-7687.2004.00377.x",database_search,no,x,,,,,,,Early development of subcortical regions involved in non-cued attention switching,,"Casey, B. J.; Davidson, M. C.; Hara, Y.; Thomas, K. M.; Martinez, A.; Galvan, A.; Halperin, J. M.; Rodriguez-Aranda, C. E.; Tottenham, N.",Developmental Science,,,,10.1111/j.1467-7687.2004.00377.x,,,,2004,
X - VisStats 43,"Cassia, V. M., Picozzi, M., Girelli, L., & de Hevia, M. D. (2012). Increasing magnitude counts more: Asymmetrical processing of ordinality in 4-month-old infants. Cognition, 124(2), 183–193. http://doi.org/10.1016/j.cognition.2012.05.004",database_search,no,x,,,,,,,Increasing magnitude counts more: Asymmetrical processing of ordinality in 4-month-old infants,,"Cassia, Viola Macchi; Picozzi, Marta; Girelli, Luisa; de Hevia, Maria Dolores",Cognition,,,,10.1016/j.cognition.2012.05.004,,,,2012,
X - VisStats 44,"Chan, R. K. W., & Leung, J. H. C. (2014). Implicit learning of L2 word stress regularities. Second Language Research, 30(4), 463–484. http://doi.org/10.1177/0267658313510169",database_search,no,x,,,,,,,Implicit learning of L2 word stress regularities,,"Chan, Ricky K. W.; Leung, Janny H. C.",Second Language Research,,,,10.1177/0267658313510169,,,,2014,
X - VisStats 45,"Cicchino, J. B., Aslin, R. N., & Rakison, D. H. (2011). Correspondences between what infants see and know about causal and self-propelled motion. Cognition, 118(2), 171–192. http://doi.org/10.1016/j.cognition.2010.11.005",database_search,no,x,,,,,,,Correspondences between what infants see and know about causal and self-propelled motion,,"Cicchino, Jessica B.; Aslin, Richard N.; Rakison, David H.",Cognition,,,,10.1016/j.cognition.2010.11.005,,,,2011,
X - VisStats 46,"Claidiere, N., & Whiten, A. (2012). Integrating the Study of Conformity and Culture in Humans and Nonhuman Animals. Psychological Bulletin, 138(1), 126–145. http://doi.org/10.1037/a0025868",database_search,no,x,,,,,,,Integrating the Study of Conformity and Culture in Humans and Nonhuman Animals,,"Claidiere, Nicolas; Whiten, Andrew",Psychological Bulletin,,,,10.1037/a0025868,,,,2012,
X - VisStats 47,"Connell, L., Cai, Z. G., & Holler, J. (2013). Do you see what I’m singing? Visuospatial movement biases pitch perception. Brain and Cognition, 81(1), 124–130. http://doi.org/10.1016/j.bandc.2012.09.005",database_search,no,x,,,,,,,Do you see what I'm singing? Visuospatial movement biases pitch perception,,"Connell, Louise; Cai, Zhenguang G.; Holler, Judith",Brain and Cognition,,,,10.1016/j.bandc.2012.09.005,,,,2013,
X - VisStats 48,"Connell, L., & Lynott, D. (2013). Flexible and fast: Linguistic shortcut affects both shallow and deep conceptual processing. Psychonomic Bulletin & Review, 20(3), 542–550. http://doi.org/10.3758/s13423-012-0368-x",database_search,no,x,,,,,,,Flexible and fast: Linguistic shortcut affects both shallow and deep conceptual processing,,"Connell, Louise; Lynott, Dermot",Psychonomic Bulletin & Review,,,,10.3758/s13423-012-0368-x,,,,2013,
X - VisStats 49,"Conway, C. M., & Christiansen, M. H. (2006). Statistical learning within and between modalities - Pitting abstract against stimulus-specific representations. Psychological Science, 17(10), 905–912. http://doi.org/10.1111/j.1467-9280.2006.01801.x",database_search,yes,x,,,,,,,Statistical learning within and between modalities - Pitting abstract against stimulus-specific representations,,"Conway, Christopher M.; Christiansen, Morten H.",Psychological Science,,,,10.1111/j.1467-9280.2006.01801.x,,,,2006,
X - VisStats 50,"Conway, C. M., & Christiansen, M. H. (2005). Modality-constrained statistical learning of tactile, visual, and auditory sequences. Journal of Experimental Psychology-Learning Memory and Cognition, 31(1), 24–39. http://doi.org/10.1037/0278-7393.31.1.24 ",database_search,yes,x,,,,,,,"Modality-constrained statistical learning of tactile, visual, and auditory sequences",,"Conway, C. M.; Christiansen, M. H.",Journal of Experimental Psychology-Learning Memory and Cognition,,,,10.1037/0278-7393.31.1.24,,,,2005,
X - VisStats 51,"Cort, B., & Anderson, B. (2013). Conditional probability modulates visual search efficiency. Frontiers in Human Neuroscience, 7, 683. http://doi.org/10.3389/fnhum.2013.00683",database_search,yes,x,,,,,,,Conditional probability modulates visual search efficiency,,"Cort, Bryan; Anderson, Britt",Frontiers in Human Neuroscience,,,,10.3389/fnhum.2013.00683,,,,2013,
X - VisStats 52,"Creel, S. C., Newport, E. L., & Aslin, R. N. (2004). Distant. melodies: Statistical learning of nonadjacent dependencies in tone sequences. Journal of Experimental Psychology-Learning Memory and Cognition, 30(5), 1119–1130. http://doi.org/10.1037/0278-30.5.1119",database_search,no,x,,,,,,,Distant. melodies: Statistical learning of nonadjacent dependencies in tone sequences,,"Creel, S. C.; Newport, E. L.; Aslin, R. N.",Journal of Experimental Psychology-Learning Memory and Cognition,,,,10.1037/0278-30.5.1119,,,,2004,
X - VisStats 53,"Culbertson, J., Smolensky, P., & Legendre, G. (2012). Statistical Learning Constrained by Syntactic Biases in an Artificial Language Learning Task. In A. K. Biller, E. Y. Chung, & A. E. Kimball (Eds.), Proceedings of the 36th Annual Boston University Conference on Language Development, Vols 1 and 2 (pp. 139–151).",database_search,no,x,,,,,,,Statistical Learning Constrained by Syntactic Biases in an Artificial Language Learning Task,,"Culbertson, Jennifer; Smolensky, Paul; Legendre, Geraldine","Proceedings of the 36th Annual Boston University Conference on Language Development, Vols 1 and 2",,,,,,,,2012,
X - VisStats 54,"Dale, R., Duran, N. D., & Morehead, J. R. (2012). Prediction during statistical learning, and implications for the implicit/explicit divide. Advances in Cognitive Psychology, 8(2), 196–209. http://doi.org/10.5709/acp-0115-z",database_search,yes,x,,,,,,,"Prediction during statistical learning, and implications for the implicit/explicit divide",,"Dale, Rick; Duran, Nicholas D.; Morehead, J. Ryan",Advances in Cognitive Psychology,,,,10.5709/acp-0115-z,,,,2012,
X - VisStats 55,"Daltrozzo, J., & Conway, C. M. (2014). Neurocognitive mechanisms of statistical-sequential learning: what do event-related potentials tell us? Frontiers in Human Neuroscience, 8, 437. http://doi.org/10.3389/fnhum.2014.00437",database_search,no,x,,,,,,,Neurocognitive mechanisms of statistical-sequential learning: what do event-related potentials tell us?,,"Daltrozzo, Jerome; Conway, Christopher M.",Frontiers in Human Neuroscience,,,,10.3389/fnhum.2014.00437,,,,2014,
X - VisStats 56,"Decker, J. H., Lourenco, F. S., Doll, B. B., & Hartley, C. A. (2015). Experiential reward learning outweighs instruction prior to adulthood. Cognitive Affective & Behavioral Neuroscience, 15(2), 310–320. http://doi.org/10.3758/s13415-014-0332-5",database_search,no,x,,,,,,,Experiential reward learning outweighs instruction prior to adulthood,,"Decker, Johannes H.; Lourenco, Frederico S.; Doll, Bradley B.; Hartley, Catherine A.",Cognitive Affective & Behavioral Neuroscience,,,,10.3758/s13415-014-0332-5,,,,2015,
X - VisStats 57,"de Hevia, M. D., Girelli, L., Addabbo, M., & Cassia, V. M. (2014). Human Infants’ Preference for Left-to-Right Oriented Increasing Numerical Sequences. Plos One, 9(5), e96412. http://doi.org/10.1371/journal.pone.0096412",database_search,no,x,,,,,,,Human Infants' Preference for Left-to-Right Oriented Increasing Numerical Sequences,,"de Hevia, Maria Dolores; Girelli, Luisa; Addabbo, Margaret; Cassia, Viola Macchi",Plos One,,,,10.1371/journal.pone.0096412,,,,2014,
X - VisStats 58,"de la Cruz-Pavia, I., Elordieta, G., Sebastian-Galles, N., & Laka, I. (2015). On the role of frequency-based cues in the segmentation strategies of adult OV-VO bilinguals. International Journal of Bilingual Education and Bilingualism, 18(2), 225–241. http://doi.org/10.1080/13670050.2014.904839",database_search,no,x,,,,,,,On the role of frequency-based cues in the segmentation strategies of adult OV-VO bilinguals,,"de la Cruz-Pavia, Irene; Elordieta, Gorka; Sebastian-Galles, Nuria; Laka, Itziar",International Journal of Bilingual Education and Bilingualism,,,,10.1080/13670050.2014.904839,,,,2015,
X - VisStats 59,"Denison, S., Reed, C., & Xu, F. (2013). The Emergence of Probabilistic Reasoning in Very Young Infants: Evidence From 4.5- and 6-Month-Olds. Developmental Psychology, 49(2), 243–249. http://doi.org/10.1037/a0028278",database_search,yes,x,,,,,,,The Emergence of Probabilistic Reasoning in Very Young Infants: Evidence From 4.5- and 6-Month-Olds,,"Denison, Stephanie; Reed, Christie; Xu, Fei",Developmental Psychology,,,,10.1037/a0028278,,,,2013,
